,traj_id,t,u,v_meas_m,x_meas,a_true,v_true_m,v_true_km,x_true,a_true_shift,v_true_shift_m,x_true_shift
277,1.0,110.94793,705.0738,15.967799,399.86478,0.10977412,16.098635,57.955082,399.9463,0.10833951,16.109612,401.55615
278,1.0,111.348465,703.0748,16.143124,401.5264,0.10833951,16.109612,57.9946,401.55615,0.10688945,16.120445,403.1671
279,1.0,111.749,701.0508,16.1642,403.30862,0.10688945,16.120445,58.0336,403.1671,0.105423965,16.131134,404.77914
280,1.0,112.149536,699.00165,16.106033,404.55176,0.105423965,16.131134,58.072083,404.77914,0.103943065,16.141676,406.39227
281,1.0,112.550064,696.9275,16.214926,406.52863,0.103943065,16.141676,58.11003,406.39227,0.10244677,16.152071,408.00644
282,1.0,112.9506,694.8282,16.05683,408.01328,0.10244677,16.152071,58.147453,408.00644,0.100935124,16.162315,409.62164
283,1.0,113.351135,692.70386,16.108187,409.68286,0.100935124,16.162315,58.184334,409.62164,0.09940809,16.17241,411.23788
284,1.0,113.75167,690.55444,16.311405,411.20847,0.09940809,16.17241,58.220673,411.23788,0.09786572,16.18235,412.85513
285,1.0,114.15221,688.37994,16.134281,412.8007,0.09786572,16.18235,58.25646,412.85513,0.09630804,16.192137,414.47336
286,1.0,114.552734,686.1803,16.148283,414.55048,0.09630804,16.192137,58.29169,414.47336,0.09473504,16.201767,416.09256
287,1.0,114.95327,683.9556,16.184128,415.9811,0.09473504,16.201767,58.32636,416.09256,0.09314674,16.21124,417.71274
288,1.0,115.353806,681.7059,16.151,417.65393,0.09314674,16.21124,58.360466,417.71274,0.09154317,16.220556,419.33386
289,1.0,115.75434,679.431,16.244701,419.3373,0.09154317,16.220556,58.394,419.33386,0.08992434,16.22971,420.95593
290,1.0,116.15488,677.13116,16.224098,421.08572,0.08992434,16.22971,58.426952,420.95593,0.08829026,16.238703,422.57892
291,1.0,116.555405,674.80615,16.232748,422.54773,0.08829026,16.238703,58.459328,422.57892,0.086650014,16.247532,424.2028
292,1.0,116.95594,672.46967,16.186728,424.03568,0.086650014,16.247532,58.49111,424.2028,0.08502795,16.256197,425.82755
293,1.0,117.356476,670.1582,16.35007,425.73093,0.08502795,16.256197,58.52231,425.82755,0.08342539,16.2647,427.45316
294,1.0,117.75701,667.8738,16.295181,427.41992,0.08342539,16.2647,58.552917,427.45316,0.08184232,16.273043,429.07962
295,1.0,118.15755,665.61633,16.35474,428.95297,0.08184232,16.273043,58.58295,429.07962,0.08027872,16.281227,430.70694
296,1.0,118.558075,663.386,16.210129,430.7774,0.08027872,16.281227,58.612415,430.70694,0.07873458,16.289255,432.33505
297,1.0,118.95861,661.1826,16.308235,432.2675,0.07873458,16.289255,58.641315,432.33505,0.07720987,16.297129,433.964
298,1.0,119.359146,659.00635,16.176903,433.89258,0.07720987,16.297129,58.669662,433.964,0.07570459,16.30485,435.5937
299,1.0,119.75968,656.85706,16.05266,435.7158,0.07570459,16.30485,58.697456,435.5937,0.07421872,16.31242,437.22418
300,1.0,120.16022,654.7348,16.382486,437.1765,0.07421872,16.31242,58.72471,437.22418,0.07275223,16.319841,438.85544
301,1.0,120.560745,652.6396,16.301563,439.04218,0.07275223,16.319841,58.751427,438.85544,0.07130513,16.327116,440.48743
302,1.0,120.96128,650.5714,16.44014,440.4924,0.07130513,16.327116,58.777615,440.48743,0.06987738,16.334246,442.12015
303,1.0,121.36182,648.5302,16.313515,442.06476,0.06987738,16.334246,58.803284,442.12015,0.06846895,16.341234,443.75357
304,1.0,121.76235,646.5161,16.325432,443.78232,0.06846895,16.341234,58.82844,443.75357,0.06707986,16.348082,445.3877
305,1.0,122.16289,644.529,16.324638,445.5019,0.06707986,16.348082,58.853092,445.3877,0.06571006,16.35479,447.0225
306,1.0,122.563416,642.5689,16.088228,447.23416,0.06571006,16.35479,58.877243,447.0225,0.06435956,16.36136,448.65796
307,1.0,122.96395,640.63586,16.45509,448.64664,0.06435956,16.36136,58.900898,448.65796,0.063028336,16.367796,450.2941
308,1.0,123.36449,638.72986,16.419401,450.48932,0.063028336,16.367796,58.924065,450.2941,0.061716374,16.374098,451.93088
309,1.0,123.76502,636.8509,16.343912,452.0666,0.061716374,16.374098,58.94675,451.93088,0.06042363,16.38027,453.5683
310,1.0,124.16556,634.99896,16.341543,453.6115,0.06042363,16.38027,58.96897,453.5683,0.05915012,16.386312,455.20633
311,1.0,124.566086,633.1741,16.333809,455.29364,0.05915012,16.386312,58.990723,455.20633,0.0578958,16.392227,456.84497
312,1.0,124.96662,631.37616,16.38954,456.97372,0.0578958,16.392227,59.012016,456.84497,0.056660693,16.398016,458.4842
313,1.0,125.36716,629.6053,16.208956,458.53906,0.056660693,16.398016,59.032856,458.4842,0.055444714,16.403683,460.124
314,1.0,125.76769,627.8615,16.431576,460.14484,0.055444714,16.403683,59.053257,460.124,0.054247916,16.409227,461.76437
315,1.0,126.16822,626.1447,16.367785,461.79492,0.054247916,16.409227,59.073215,461.76437,0.05307025,16.414652,463.4053
316,1.0,126.568756,624.45496,16.347725,463.4218,0.05307025,16.414652,59.092747,463.4053,0.05191171,16.419958,465.04678
317,1.0,126.96929,622.7922,16.182951,465.08786,0.05191171,16.419958,59.111847,465.04678,0.050772246,16.42515,466.68878
318,1.0,127.36983,621.1565,16.50118,466.65787,0.050772246,16.42515,59.13054,466.68878,0.049651884,16.430227,468.3313
319,1.0,127.77036,619.5478,16.361717,468.373,0.049651884,16.430227,59.148815,468.3313,0.048550583,16.435192,469.97433
320,1.0,128.1709,617.9662,16.4213,470.08737,0.048550583,16.435192,59.16669,469.97433,0.04746835,16.440046,471.61786
321,1.0,128.57143,616.41156,16.314766,471.48767,0.04746835,16.440046,59.184166,471.61786,0.046405118,16.444794,473.26187
322,1.0,128.97197,614.884,16.342165,473.16293,0.046405118,16.444794,59.201256,473.26187,0.045360915,16.449434,474.90634
323,1.0,129.3725,613.3834,16.416012,474.7782,0.045360915,16.449434,59.21796,474.90634,0.044335715,16.45397,476.5513
324,1.0,129.77303,611.9099,16.375868,476.59,0.044335715,16.45397,59.23429,476.5513,0.043329492,16.458403,478.1967
325,1.0,130.17357,610.46344,16.452684,478.03415,0.043329492,16.458403,59.250248,478.1967,0.042342227,16.462736,479.84253
326,1.0,130.5741,609.04395,16.561234,479.81076,0.042342227,16.462736,59.26585,479.84253,0.041373905,16.46697,481.4888
327,1.0,130.97464,607.65155,16.459057,481.4119,0.041373905,16.46697,59.281094,481.4888,0.040424507,16.471107,483.1355
328,1.0,131.37517,606.28613,16.512726,483.13986,0.040424507,16.471107,59.295986,483.1355,0.039494038,16.47515,484.78262
329,1.0,131.7757,604.9478,16.579361,484.7864,0.039494038,16.47515,59.310535,484.78262,0.03858245,16.4791,486.43015
330,1.0,132.17624,603.6365,16.326157,486.33594,0.03858245,16.4791,59.324757,486.43015,0.037689727,16.482958,488.07806
331,1.0,132.57677,602.3522,16.43017,487.97736,0.037689727,16.482958,59.338646,488.07806,0.036815874,16.486727,489.72635
332,1.0,132.97731,601.09485,16.435822,489.5658,0.036815874,16.486727,59.352215,489.72635,0.035960864,16.490408,491.37503
333,1.0,133.37784,599.8646,16.5762,491.33417,0.035960864,16.490408,59.365467,491.37503,0.035124682,16.494003,493.02408
334,1.0,133.77837,598.66144,16.542253,493.0719,0.035124682,16.494003,59.37841,493.02408,0.0343073,16.497517,494.6735
335,1.0,134.17891,597.4852,16.403963,494.68625,0.0343073,16.497517,59.39106,494.6735,0.0335087,16.500948,496.32324
336,1.0,134.57944,596.33606,16.504827,496.17368,0.0335087,16.500948,59.40341,496.32324,0.032728877,16.5043,497.97333
337,1.0,134.97998,595.2139,16.528454,497.92654,0.032728877,16.5043,59.415474,497.97333,0.031967808,16.507572,499.62375
338,1.0,135.38051,594.11884,16.359026,499.61734,0.031967808,16.507572,59.427258,499.62375,0.031225476,16.510769,501.2745
339,1.0,135.78104,593.0508,16.419779,501.14902,0.031225476,16.510769,59.438766,501.2745,0.030501872,16.513891,502.92557
340,1.0,136.18158,592.00977,16.513786,502.86386,0.030501872,16.513891,59.45001,502.92557,0.029796958,16.516941,504.57697
341,1.0,136.5821,590.9958,16.632732,504.57684,0.029796958,16.516941,59.460987,504.57697,0.02911074,16.51992,506.22867
342,1.0,136.98265,590.0088,16.65402,506.41357,0.02911074,16.51992,59.47171,506.22867,0.028443191,16.522831,507.88065
343,1.0,137.38318,589.0489,16.418158,507.84003,0.028443191,16.522831,59.48219,507.88065,0.027794285,16.525675,509.53293
344,1.0,137.7837,588.11597,16.514158,509.49088,0.027794285,16.525675,59.492428,509.53293,0.027164007,16.528454,511.1855
345,1.0,138.18425,587.2101,16.368395,511.18817,0.027164007,16.528454,59.502434,511.1855,0.026552357,16.53117,512.8383
346,1.0,138.58478,586.33124,16.60471,512.90985,0.026552357,16.53117,59.51221,512.8383,0.025959294,16.533825,514.49146
347,1.0,138.98532,585.47943,16.579542,514.6376,0.025959294,16.533825,59.521767,514.49146,0.025384804,16.53642,516.14484
348,1.0,139.38585,584.6546,16.598606,516.3265,0.025384804,16.53642,59.531113,516.14484,0.024828885,16.53896,517.79846
349,1.0,139.78638,583.8569,16.552782,517.6185,0.024828885,16.53896,59.540253,517.79846,0.024291502,16.541443,519.45233
350,1.0,140.18692,583.0861,16.61666,519.3299,0.024291502,16.541443,59.549194,519.45233,0.023772642,16.543873,521.10645
351,1.0,140.58745,582.34247,16.432724,521.1513,0.023772642,16.543873,59.55794,521.10645,0.0232723,16.54625,522.7608
352,1.0,140.98799,581.6258,16.443687,522.7616,0.0232723,16.54625,59.566498,522.7608,0.022790464,16.548576,524.4154
353,1.0,141.38852,580.93616,16.640131,524.3343,0.022790464,16.548576,59.574875,524.4154,0.022327095,16.550856,526.07025
354,1.0,141.78905,580.27356,16.56094,526.07587,0.022327095,16.550856,59.58308,526.07025,0.02188217,16.55309,527.72534
355,1.0,142.18959,579.638,16.551952,527.65765,0.02188217,16.55309,59.591118,527.72534,0.021455703,16.555277,529.3807
356,1.0,142.59012,579.0294,16.56508,529.37994,0.021455703,16.555277,59.598995,529.3807,0.021047642,16.557423,531.0362
357,1.0,142.99066,578.44794,16.601734,531.0616,0.021047642,16.557423,59.60672,531.0362,0.020657992,16.559528,532.69196
358,1.0,143.39119,577.89343,16.422932,532.64923,0.020657992,16.559528,59.6143,532.69196,0.020286733,16.561594,534.3479
359,1.0,143.79172,577.36597,16.407757,534.4233,0.020286733,16.561594,59.62174,534.3479,0.019933857,16.563623,536.0041
360,1.0,144.19226,576.8656,16.59464,536.1769,0.019933857,16.563623,59.629044,536.0041,0.019599324,16.565617,537.66046
361,1.0,144.59279,576.3922,16.509289,537.77783,0.019599324,16.565617,59.63622,537.66046,0.019283116,16.567577,539.317
362,1.0,144.99333,575.9458,16.536732,539.29895,0.019283116,16.567577,59.643276,539.317,0.018985242,16.569506,540.97375
363,1.0,145.39386,575.5265,16.70777,540.75934,0.018985242,16.569506,59.65022,540.97375,0.01870568,16.571404,542.6307
364,1.0,145.79439,575.1342,16.616346,542.7665,0.01870568,16.571404,59.65705,542.6307,0.018444382,16.573275,544.28784
365,1.0,146.19493,574.7689,16.498152,544.4554,0.018444382,16.573275,59.663788,544.28784,0.018201362,16.575119,545.9452
366,1.0,146.59546,574.4307,16.81863,545.869,0.018201362,16.575119,59.670425,545.9452,0.017976591,16.576939,547.6027
367,1.0,146.996,574.1195,16.548523,547.584,0.017976591,16.576939,59.67698,547.6027,0.01777006,16.578735,549.26044
368,1.0,147.39653,573.8353,16.655561,549.32635,0.01777006,16.578735,59.683445,549.26044,0.017581724,16.580513,550.91833
369,1.0,147.79706,573.5782,16.620913,551.00806,0.017581724,16.580513,59.689846,550.91833,0.017411599,16.582272,552.5764
370,1.0,148.1976,573.3481,16.463247,552.52026,0.017411599,16.582272,59.696175,552.5764,0.017259656,16.584013,554.2346
371,1.0,148.59813,573.14496,16.457323,554.171,0.017259656,16.584013,59.702446,554.2346,0.017125867,16.58574,555.893
372,1.0,148.99867,572.96893,16.569767,556.01605,0.017125867,16.58574,59.70866,555.893,0.017010227,16.587452,557.5516
373,1.0,149.3992,572.8199,16.54429,557.4985,0.017010227,16.587452,59.714825,557.5516,0.016912717,16.589153,559.2103
374,1.0,149.79973,572.6979,16.49509,559.16565,0.016912717,16.589153,59.72095,559.2103,0.016834088,16.590845,560.86926
375,1.0,150.20027,572.60406,16.531775,560.8962,0.016834088,16.590845,59.72704,560.86926,0.016778853,16.59253,562.5283
376,1.0,150.6008,572.5453,16.556776,562.5184,0.016778853,16.59253,59.733105,562.5283,0.016747793,16.594208,564.18756
377,1.0,151.00133,572.52264,16.566574,564.0553,0.016747793,16.594208,59.739147,564.18756,0.016740872,16.595882,565.847
378,1.0,151.40187,572.53613,16.76216,565.816,0.016740872,16.595882,59.745174,565.847,0.016758049,16.597557,567.5066
379,1.0,151.8024,572.5858,16.58848,567.5525,0.016758049,16.597557,59.751205,567.5066,0.016799323,16.599234,569.1663
380,1.0,152.20294,572.67163,16.473984,569.2489,0.016799323,16.599234,59.75724,569.1663,0.016864669,16.600914,570.82623
381,1.0,152.60347,572.79364,16.659267,570.83417,0.016864669,16.600914,59.76329,570.82623,0.01695404,16.6026,572.4863
382,1.0,153.004,572.9518,16.733034,572.4378,0.01695404,16.6026,59.76936,572.4863,0.017067444,16.604296,574.1466
383,1.0,153.40454,573.1461,16.678587,574.25916,0.017067444,16.604296,59.775463,574.1466,0.017204842,16.606003,575.807
384,1.0,153.80507,573.3766,16.714098,575.96094,0.017204842,16.606003,59.78161,575.807,0.01736622,16.607723,577.4676
385,1.0,154.20561,573.6432,16.591736,577.4739,0.01736622,16.607723,59.787804,577.4676,0.017551549,16.609459,579.12836
386,1.0,154.60614,573.946,16.62948,579.22266,0.017551549,16.609459,59.794052,579.12836,0.017760808,16.611214,580.7893
387,1.0,155.00667,574.2849,16.436663,580.8548,0.017760808,16.611214,59.80037,580.7893,0.017993966,16.61299,582.45044
388,1.0,155.40721,574.66003,16.546064,582.3486,0.017993966,16.61299,59.80676,582.45044,0.01825102,16.614788,584.11176
389,1.0,155.80774,575.0713,16.532888,584.21484,0.01825102,16.614788,59.813236,584.11176,0.018531913,16.616613,585.77325
390,1.0,156.20828,575.51874,16.62755,585.6129,0.018531913,16.616613,59.819805,585.77325,0.01883665,16.618467,587.43494
391,1.0,156.60881,576.0023,16.529001,587.3345,0.01883665,16.618467,59.82648,587.43494,0.019165192,16.620352,589.0968
392,1.0,157.00934,576.52203,16.56784,588.96844,0.019165192,16.620352,59.833263,589.0968,0.019517537,16.622269,590.75885
393,1.0,157.40988,577.07794,16.570576,590.7093,0.019517537,16.622269,59.840164,590.75885,0.019893648,16.62422,592.4211
394,1.0,157.81041,577.67004,16.690268,592.56665,0.019893648,16.62422,59.84719,592.4211,0.020293504,16.62621,594.0835
395,1.0,158.21095,578.2982,16.67111,593.99097,0.020293504,16.62621,59.85435,594.0835,0.020717094,16.628239,595.7461
396,1.0,158.61148,578.96265,16.62213,595.91876,0.020717094,16.628239,59.861656,595.7461,0.021164378,16.63031,597.40894
397,1.0,159.01201,579.66315,16.664217,597.3749,0.021164378,16.63031,59.869114,597.40894,0.021635326,16.632427,599.07196
398,1.0,159.41255,580.39984,16.630718,599.1013,0.021635326,16.632427,59.876736,599.07196,0.022129951,16.63459,600.7352
399,1.0,159.81308,581.1727,16.705507,600.75586,0.022129951,16.63459,59.88452,600.7352,0.022648193,16.636803,602.3987
400,1.0,160.21362,581.98175,16.586283,602.6287,0.022648193,16.636803,59.892487,602.3987,0.023190055,16.639067,604.0624
401,1.0,160.61415,582.8269,16.643295,604.2163,0.023190055,16.639067,59.90064,604.0624,0.023755504,16.641386,605.72626
402,1.0,161.01468,583.70825,16.651566,605.8544,0.023755504,16.641386,59.90899,605.72626,0.024344517,16.64376,607.3904
403,1.0,161.41522,584.62573,16.666904,607.57764,0.024344517,16.64376,59.917538,607.3904,0.024957078,16.646194,609.05475
404,1.0,161.81575,585.57935,16.583166,609.17004,0.024957078,16.646194,59.9263,609.05475,0.025593154,16.64869,610.71936
405,1.0,162.2163,586.56915,16.634542,610.8354,0.025593154,16.64869,59.93528,610.71936,0.02625271,16.651249,612.3842
406,1.0,162.61682,587.59515,16.748913,612.3454,0.02625271,16.651249,59.944496,612.3842,0.026935754,16.653873,614.0493
407,1.0,163.01735,588.6573,16.686638,614.0051,0.026935754,16.653873,59.95394,614.0493,0.02764225,16.656567,615.7147
408,1.0,163.4179,589.75555,16.68983,615.60986,0.02764225,16.656567,59.96364,615.7147,0.02837218,16.65933,617.3804
409,1.0,163.81842,590.89,16.569338,617.5509,0.02837218,16.65933,59.973587,617.3804,0.029125491,16.662169,619.0463
410,1.0,164.21896,592.0606,16.65731,619.2366,0.029125491,16.662169,59.983807,619.0463,0.029902207,16.665081,620.7125
411,1.0,164.61949,593.2674,16.590288,620.81396,0.029902207,16.665081,59.99429,620.7125,0.030702269,16.668072,622.379
412,1.0,165.02002,594.5103,16.692514,622.37396,0.030702269,16.668072,60.00506,622.379,0.031525664,16.671143,624.04584
413,1.0,165.42056,595.78937,16.587107,624.0747,0.031525664,16.671143,60.016113,624.04584,0.03237238,16.674295,625.71295
414,1.0,165.82109,597.1046,16.60752,625.6903,0.03237238,16.674295,60.027462,625.71295,0.033242404,16.677532,627.3804
415,1.0,166.22163,598.456,16.580914,627.48126,0.033242404,16.677532,60.039116,627.3804,0.034135684,16.680857,629.0481
416,1.0,166.62216,599.84357,16.610758,629.01776,0.034135684,16.680857,60.051083,629.0481,0.03505221,16.68427,630.7162
417,1.0,167.02269,601.2673,16.769361,630.83014,0.03505221,16.68427,60.063374,630.7162,0.035991967,16.687777,632.38464
418,1.0,167.42323,602.7272,16.628963,632.5597,0.035991967,16.687777,60.075993,632.38464,0.036954924,16.691376,634.0534
419,1.0,167.82376,604.2232,16.499588,633.9256,0.036954924,16.691376,60.08895,634.0534,0.03794105,16.695072,635.72253
420,1.0,168.2243,605.75543,16.684002,635.75604,0.03794105,16.695072,60.102257,635.72253,0.03895035,16.698866,637.392
421,1.0,168.62483,607.3237,16.710846,637.2978,0.03895035,16.698866,60.115917,637.392,0.03998278,16.70276,639.0619
422,1.0,169.02536,608.9283,16.635393,638.7449,0.03998278,16.70276,60.129936,639.0619,0.04103833,16.706758,640.7322
423,1.0,169.4259,610.569,16.775557,640.79846,0.04103833,16.706758,60.14433,640.7322,0.042116947,16.710863,642.40283
424,1.0,169.82643,612.2458,16.767822,642.5692,0.042116947,16.710863,60.159107,642.40283,0.043218654,16.715075,644.0739
425,1.0,170.22697,613.95874,16.711914,644.0774,0.043218654,16.715075,60.174267,644.0739,0.044343393,16.719397,645.7454
426,1.0,170.6275,615.7079,16.717457,645.7613,0.044343393,16.719397,60.189827,645.7454,0.045491148,16.723831,647.41736
427,1.0,171.02803,617.4932,16.45794,647.4682,0.045491148,16.723831,60.20579,647.41736,0.046661902,16.72838,649.0897
428,1.0,171.42857,619.3147,16.65854,649.05884,0.046661902,16.72838,60.222168,649.0897,0.047855645,16.733046,650.7626
429,1.0,171.8291,621.1723,16.776775,650.7384,0.047855645,16.733046,60.238964,650.7626,0.04907234,16.737831,652.43585
430,1.0,172.22964,623.0661,16.705778,652.45374,0.04907234,16.737831,60.25619,652.43585,0.050311953,16.742739,654.1096
431,1.0,172.63017,624.99603,16.649336,654.2075,0.050311953,16.742739,60.273857,654.1096,0.051574465,16.74777,655.7839
432,1.0,173.0307,626.96216,16.705284,655.7655,0.051574465,16.74777,60.291973,655.7839,0.052859884,16.752928,657.4587
433,1.0,173.43124,628.9644,16.689318,657.347,0.052859884,16.752928,60.31054,657.4587,0.054168157,16.758213,659.134
434,1.0,173.83177,631.0028,16.629576,659.20764,0.054168157,16.758213,60.329567,659.134,0.05549926,16.76363,660.8098
435,1.0,174.23232,633.0774,17.027401,660.67566,0.05549926,16.76363,60.349068,660.8098,0.05685318,16.76918,662.4862
436,1.0,174.63284,635.1882,16.803192,662.5282,0.05685318,16.76918,60.36905,662.4862,0.058229905,16.774866,664.16315
437,1.0,175.03337,637.3351,16.780462,664.1203,0.058229905,16.774866,60.389515,664.16315,0.05962938,16.78069,665.84064
438,1.0,175.43391,639.5181,16.970802,665.83685,0.05962938,16.78069,60.41048,665.84064,0.061051607,16.786652,667.5187
439,1.0,175.83444,641.7373,16.728882,667.43695,0.061051607,16.786652,60.431946,667.5187,0.06249658,16.792757,669.1973
440,1.0,176.23499,643.9927,16.709309,669.1821,0.06249658,16.792757,60.453922,669.1973,0.06396422,16.799007,670.8766
441,1.0,176.63551,646.28424,16.862558,671.0088,0.06396422,16.799007,60.476425,670.8766,0.06545456,16.805405,672.55646
442,1.0,177.03604,648.61194,16.924698,672.64514,0.06545456,16.805405,60.499454,672.55646,0.06696754,16.81195,674.237
443,1.0,177.43658,650.97577,16.722713,674.33734,0.06696754,16.81195,60.52302,674.237,0.068503164,16.818647,675.9182
444,1.0,177.83711,653.3758,16.558182,676.048,0.068503164,16.818647,60.54713,675.9182,0.07006138,16.825499,677.6001
445,1.0,178.23766,655.81195,16.831831,677.54626,0.07006138,16.825499,60.571793,677.6001,0.071642205,16.832504,679.28265
446,1.0,178.63818,658.2843,16.90462,679.33405,0.071642205,16.832504,60.597015,679.28265,0.07324558,16.839668,680.9659
447,1.0,179.03871,660.7928,16.841618,680.8527,0.07324558,16.839668,60.622803,680.9659,0.0748715,16.846992,682.64984
448,1.0,179.43925,663.33746,16.873753,682.66016,0.0748715,16.846992,60.64917,682.64984,0.076519944,16.854479,684.33453
449,1.0,179.83978,665.9183,16.733034,684.4974,0.076519944,16.854479,60.67612,684.33453,0.07819088,16.862131,686.01996
450,1.0,180.24033,668.5352,16.870634,686.12024,0.07819088,16.862131,60.70367,686.01996,0.07988427,16.86995,687.7062
451,1.0,180.64085,671.18835,17.154469,687.7303,0.07988427,16.86995,60.731815,687.7062,0.08160011,16.877937,689.3932
452,1.0,181.04138,673.8776,17.022034,689.3241,0.08160011,16.877937,60.760574,689.3932,0.08333838,16.886097,691.081
453,1.0,181.44193,676.6031,16.913029,691.2186,0.08333838,16.886097,60.789948,691.081,0.085099034,16.89443,692.7696
454,1.0,181.84245,679.3647,16.875,692.61346,0.085099034,16.89443,60.819946,692.7696,0.08688207,16.90294,694.45905
455,1.0,182.243,682.1624,16.941395,694.4153,0.08688207,16.90294,60.850586,694.45905,0.08868746,16.911629,696.14935
456,1.0,182.64352,684.99634,16.923971,696.0125,0.08868746,16.911629,60.881863,696.14935,0.09051516,16.920498,697.8405
457,1.0,183.04405,687.86646,16.948711,697.9218,0.09051516,16.920498,60.91379,697.8405,0.09235797,16.92955,699.5326
458,1.0,183.4446,690.76184,16.893267,699.5057,0.09235797,16.92955,60.94638,699.5326,0.094085015,16.938786,701.2255
459,1.0,183.84512,693.4864,16.881712,701.3074,0.094085015,16.938786,60.979626,701.2255,0.095647685,16.948195,702.91943
460,1.0,184.24567,695.9669,17.051409,702.80817,0.095647685,16.948195,61.0135,702.91943,0.09704616,16.95776,704.61426
461,1.0,184.6462,698.2034,17.080809,704.6246,0.09704616,16.95776,61.047935,704.61426,0.098280564,16.967464,706.31006
462,1.0,185.04672,700.196,17.056358,706.1283,0.098280564,16.967464,61.08287,706.31006,0.09935108,16.977293,708.0068
463,1.0,185.44727,701.9446,16.901009,707.7517,0.09935108,16.977293,61.11825,708.0068,0.10025786,16.987228,709.7045
464,1.0,185.8478,703.44916,16.99435,709.8018,0.10025786,16.987228,61.154022,709.7045,0.10100106,16.997253,711.40326
465,1.0,186.24834,704.7098,17.225353,711.5249,0.10100106,16.997253,61.19011,711.40326,0.10158085,17.007353,713.10297
466,1.0,186.64886,705.7264,16.915392,713.02094,0.10158085,17.007353,61.226467,713.10297,0.10199735,17.017511,714.8037
467,1.0,187.0494,706.499,17.069801,714.858,0.10199735,17.017511,61.26304,714.8037,0.102250755,17.027712,716.50543
468,1.0,187.44994,707.02765,17.055271,716.5906,0.102250755,17.027712,61.299763,716.50543,0.10234121,17.037937,718.2082
469,1.0,187.85046,707.3123,16.94502,718.2659,0.10234121,17.037937,61.33657,718.2082,0.10226886,17.048172,719.912
470,1.0,188.251,707.35297,17.067776,719.97845,0.10226886,17.048172,61.373417,719.912,0.102033876,17.0584,721.6168
471,1.0,188.65154,707.14966,17.098238,721.54736,0.102033876,17.0584,61.410236,721.6168,0.10163643,17.068604,723.32263
472,1.0,189.05206,706.7024,17.057037,723.4501,0.10163643,17.068604,61.44697,723.32263,0.101076655,17.078768,725.0295
473,1.0,189.4526,706.0111,17.090473,725.09454,0.101076655,17.078768,61.483562,725.0295,0.10035474,17.088875,726.73737
474,1.0,189.85313,705.07587,16.90952,726.79156,0.10035474,17.088875,61.519947,726.73737,0.099470824,17.09891,728.4462
475,1.0,190.25368,703.8966,16.968472,728.4257,0.099470824,17.09891,61.556072,728.4462,0.09842507,17.108856,730.1561
476,1.0,190.6542,702.4733,17.121582,730.0254,0.09842507,17.108856,61.59188,730.1561,0.09721762,17.118698,731.867
477,1.0,191.05473,700.80615,17.183136,731.8103,0.09721762,17.118698,61.62731,731.867,0.09584864,17.12842,733.57886
478,1.0,191.45528,698.89496,17.175362,733.60077,0.09584864,17.12842,61.66231,733.57886,0.09431832,17.138004,735.2917
479,1.0,191.8558,696.73975,17.102365,735.20447,0.09431832,17.138004,61.696815,735.2917,0.092626795,17.147436,737.0055
480,1.0,192.25635,694.3406,17.351171,736.8389,0.092626795,17.147436,61.73077,737.0055,0.090774216,17.156698,738.7202
481,1.0,192.65688,691.69745,17.249657,738.73346,0.090774216,17.156698,61.76411,738.7202,0.08876075,17.165775,740.4359
482,1.0,193.0574,688.8103,16.991592,740.2768,0.08876075,17.165775,61.79679,740.4359,0.08658655,17.174652,742.15247
483,1.0,193.45795,685.67914,17.100534,741.9402,0.08658655,17.174652,61.828747,742.15247,0.084251784,17.183311,743.86993
484,1.0,193.85847,682.304,17.251059,744.0015,0.084251784,17.183311,61.85992,743.86993,0.08175664,17.191736,745.58826
485,1.0,194.25902,678.68494,17.196892,745.6043,0.08175664,17.191736,61.890247,745.58826,0.079101235,17.199911,747.30743
486,1.0,194.65955,674.82184,17.061321,747.3069,0.079101235,17.199911,61.919678,747.30743,0.07628574,17.20782,749.0274
487,1.0,195.06007,670.7148,16.989178,749.007,0.07628574,17.20782,61.948154,749.0274,0.073310316,17.21545,750.74817
488,1.0,195.46062,666.3638,17.259329,750.60675,0.073310316,17.21545,61.97562,750.74817,0.07017511,17.222782,752.4697
489,1.0,195.86115,661.76874,17.208546,752.6054,0.07017511,17.222782,62.002014,752.4697,0.06688032,17.2298,754.192
490,1.0,196.26169,656.9297,17.305777,754.15234,0.06688032,17.2298,62.027275,754.192,0.06342609,17.236486,755.915
491,1.0,196.66222,651.8467,17.261776,755.80896,0.06342609,17.236486,62.05135,755.915,0.05981257,17.242828,757.6386
492,1.0,197.06274,646.5197,17.234697,757.62006,0.05981257,17.242828,62.07418,757.6386,0.0560399,17.24881,759.3629
493,1.0,197.46329,640.9487,17.094889,759.3406,0.0560399,17.24881,62.095715,759.3629,0.052108277,17.254414,761.08777
494,1.0,197.86382,635.1337,17.414385,761.182,0.052108277,17.254414,62.115887,761.08777,0.048017826,17.259624,762.81323
495,1.0,198.26436,629.0748,17.24849,762.82794,0.048017826,17.259624,62.134647,762.81323,0.043768715,17.264427,764.5392
496,1.0,198.66489,622.77185,17.22162,764.5509,0.043768715,17.264427,62.151936,764.5392,0.039361127,17.268805,766.2656
497,1.0,199.06541,616.225,17.299383,766.35455,0.039361127,17.268805,62.167694,766.2656,0.034795195,17.272741,767.9925
498,1.0,199.46596,609.4341,17.29739,768.0924,0.034795195,17.272741,62.181866,767.9925,0.03007109,17.27622,769.7198
