t,fv0_x,fv0_v,fv0_v_kmh,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
70.35,419.80984,11.005598,39.62015,838.52045,0.3243315,432.78357,11.055134,12.973749,13.005598
70.4,420.36014,11.024355,39.68768,642.03674,0.17114237,433.3366,11.066407,12.976484,13.024355
70.45,420.91122,11.037968,39.736687,551.0976,0.10019798,433.89023,11.078429,12.979023,13.037968
70.5,421.46347,11.041098,39.74795,664.50055,0.18849058,434.4445,11.0912,12.981002,13.041098
70.55,422.01636,11.041996,39.751186,824.69965,0.3132483,434.99936,11.104325,12.983005,13.041996
70.6,422.56876,11.057067,39.80544,723.4677,0.23427483,435.5549,11.117413,12.986168,13.057067
70.65,423.12143,11.074817,39.86934,573.3214,0.11718228,436.1111,11.13046,12.98969,13.074817
70.7,423.6752,11.083693,39.901295,587.82623,0.12840071,436.66797,11.143469,12.992765,13.083693
70.75,424.23,11.084379,39.903767,754.2271,0.2579904,437.22546,11.156439,12.995439,13.084379
70.8,424.78506,11.089034,39.920525,847.78033,0.33081013,437.7836,11.16937,12.998549,13.089034
70.85,425.33945,11.109856,39.99548,643.11615,0.1712307,438.34238,11.182261,13.002943,13.109856
70.9,425.89447,11.128864,40.06391,472.4832,0.03817115,438.90182,11.195115,13.007366,13.128864
70.95,426.4509,11.134271,40.083374,553.6265,0.10131912,439.4619,11.207929,13.010997,13.134271
71.0,427.00858,11.12923,40.065228,828.1009,0.31512877,440.0226,11.220704,13.014051,13.12923
71.05,427.5662,11.131814,40.07453,962.1063,0.41947153,440.58398,11.23344,13.017782,13.131814
71.1,428.12265,11.1583605,40.170097,654.1307,0.17938024,441.14597,11.246138,13.023322,13.1583605
71.15,428.6798,11.181411,40.25308,411.17255,-0.010043751,441.7086,11.258796,13.028759,13.181411
71.2,429.2389,11.184333,40.2636,540.10223,0.09034286,442.27185,11.271415,13.032934,13.184333
71.25,429.79944,11.173283,40.223816,927.09814,0.39183953,442.83572,11.283996,13.036271,13.173283
71.3,430.35947,11.1771145,40.23761,1039.7452,0.47953692,443.40024,11.296536,13.040776,13.1771145
71.35,430.9182,11.2063265,40.342777,684.6385,0.20271482,443.96536,11.309039,13.047175,13.2063265
71.4,431.47815,11.225352,40.411266,517.7863,0.07259847,444.53113,11.321503,13.052992,13.225352
71.45,432.03995,11.224937,40.409775,709.5876,0.22198012,445.09753,11.333927,13.057578,13.224937
71.5,432.60254,11.220135,40.392487,982.39935,0.43449304,445.66452,11.3463125,13.06198,13.220135
71.55,433.164,11.239067,40.46064,815.10767,0.30403513,446.23215,11.358421,13.0681505,13.239067
71.6,433.72583,11.259415,40.533894,616.0602,0.14883238,446.80035,11.370015,13.074527,13.259415
71.65,434.28903,11.267051,40.561382,645.3426,0.1715699,447.36914,11.381093,13.080115,13.267051
71.7,434.8532,11.266849,40.560654,813.0274,0.30216736,447.93845,11.391657,13.085245,13.266849
71.75,435.41705,11.278136,40.601288,763.24554,0.26329568,448.5083,11.401706,13.091254,13.278136
71.8,435.98083,11.295799,40.66488,590.2114,0.1283761,449.0786,11.41124,13.097777,13.295799
71.85,436.54562,11.305254,40.698914,562.20166,0.10647707,449.6494,11.420258,13.103787,13.305254
71.9,437.11142,11.305737,40.700653,693.0806,0.20840342,450.22064,11.4287615,13.1092205,13.305737
71.95,437.6774,11.308552,40.71079,774.85077,0.27206212,450.79227,11.43675,13.114858,13.308552
72.0,438.24277,11.32552,40.77187,590.32184,0.1281961,451.3643,11.444224,13.121515,13.32552
72.05,438.80862,11.340257,40.824924,440.60312,0.01146068,451.93668,11.451182,13.12804,13.340257
72.1,439.37567,11.342825,40.834167,508.1728,0.064062,452.5094,11.457626,13.133729,13.342825
72.15,439.9436,11.336687,40.812073,729.1702,0.2362334,453.08243,11.463555,13.138815,13.336687
72.2,440.51126,11.338675,40.81923,794.5171,0.28710878,453.65573,11.468969,13.144467,13.338675
72.25,441.07785,11.360165,40.89659,495.52893,0.054059148,454.2293,11.473867,13.151472,13.360165
72.3,441.64505,11.375953,40.95343,294.79547,-0.10241717,454.8031,11.478251,13.15806,13.375953
72.35,442.21384,11.372752,40.941906,435.87442,0.0074861725,455.37714,11.4821205,13.163292,13.372752
72.4,442.78366,11.357532,40.88711,790.63885,0.2839192,455.95132,11.485475,13.167647,13.357532
72.45,443.35263,11.357439,40.88678,861.3003,0.33895227,456.52567,11.488313,13.173019,13.357439
72.5,443.9201,11.381339,40.97282,485.6645,0.04618629,457.10013,11.490637,13.180022,13.381339
72.55,444.4885,11.394436,41.01997,301.81635,-0.09711544,457.6747,11.492479,13.186211,13.394436
72.6,445.05853,11.386026,40.989697,505.97253,0.061960377,458.24936,11.493875,13.190827,13.386026
72.65,445.62918,11.370808,40.934906,828.7216,0.3134594,458.8241,11.4948225,13.194898,13.370808
72.7,446.19815,11.3811655,40.972195,677.199,0.19535801,459.39883,11.495322,13.2006855,13.3811655
72.75,446.76685,11.396962,41.029064,420.21948,-0.004923913,459.9736,11.495376,13.206773,13.396962
72.8,447.3366,11.398291,41.033844,421.9806,-0.0035642807,460.54837,11.494981,13.211756,13.398291
72.85,447.90723,11.388518,40.998665,620.64185,0.15124427,461.1231,11.494139,13.215867,13.388518
72.9,448.4771,11.389616,41.002617,614.3402,0.14632659,461.69775,11.492849,13.220642,13.389616
72.95,449.04636,11.400629,41.042263,420.6599,-0.004613906,462.27237,11.491113,13.226008,13.400629
73.0,449.61618,11.403565,41.052834,368.45996,-0.04529451,462.84686,11.488928,13.230697,13.403565
73.05,450.18668,11.396731,41.028233,488.57574,0.048315145,463.42123,11.486296,13.234583,13.396731
73.1,450.75702,11.391586,41.009712,571.51337,0.11295459,463.99548,11.483217,13.238466,13.391586
73.15,451.3264,11.399929,41.03974,401.83847,-0.01926605,464.56955,11.479691,13.243172,13.399929
73.2,451.89587,11.405719,41.06059,272.50436,-0.1200457,465.14343,11.475716,13.247565,13.405719
73.25,452.46606,11.400561,41.04202,336.7345,-0.06997576,465.71713,11.471294,13.251054,13.400561
73.3,453.03665,11.388421,40.998314,521.98145,0.07440682,466.29056,11.466425,13.253909,13.388421
73.35,453.60648,11.385442,40.98759,533.59076,0.08347516,466.86374,11.461109,13.257262,13.385442
73.4,454.17514,11.397457,41.030846,265.19327,-0.12566528,467.43668,11.455345,13.2615185,13.397457
73.45,454.74417,11.402158,41.047768,123.85821,-0.23578165,468.00928,11.449133,13.265105,13.402158
73.5,455.3142,11.390234,41.004845,279.2575,-0.11464682,468.58157,11.442474,13.267362,13.390234
73.55,455.88467,11.3696785,40.930843,585.9105,0.12436435,469.1535,11.435404,13.268846,13.3696785
73.6,456.4538,11.365396,40.915424,590.10895,0.1276726,469.7251,11.427956,13.271306,13.365396
73.65,457.0213,11.380917,40.971302,227.629,-0.15477213,470.2963,11.420132,13.27499,13.380917
73.7,457.58942,11.384752,40.985107,72.49853,-0.27562475,470.8671,11.411931,13.277676,13.384752
73.75,458.15878,11.367336,40.922413,298.95786,-0.099098004,471.43747,11.403354,13.278687,13.367336
73.8,458.7284,11.343141,40.835304,643.13885,0.16917291,472.00742,11.3944,13.27904,13.343141
73.85,459.29587,11.345042,40.84215,505.99414,0.062345352,472.5769,11.385068,13.281047,13.345042
73.9,459.86246,11.355532,40.879913,206.61026,-0.1709138,473.14594,11.3753605,13.283472,13.355532
73.95,460.42984,11.350411,40.86148,185.80984,-0.18706754,473.71445,11.365276,13.284607,13.350411
74.0,460.9979,11.331077,40.791878,418.10144,-0.0059817145,474.28244,11.354816,13.284549,13.331077
74.05,461.56497,11.320743,40.754673,480.56915,0.042761743,474.8499,11.343979,13.284928,13.320743
74.1,462.13065,11.325832,40.772995,256.23544,-0.13199857,475.41684,11.332765,13.286198,13.325832
74.15,462.69644,11.323216,40.763577,166.36589,-0.20196702,475.9832,11.321174,13.286722,13.323216
74.2,463.2627,11.309125,40.71285,279.579,-0.11366865,476.54895,11.309206,13.286235,13.309125
74.25,463.82855,11.294768,40.661167,391.66617,-0.02624496,477.11407,11.296863,13.285522,13.294768
74.3,464.393,11.294836,40.66141,235.12117,-0.14816535,477.67862,11.284142,13.285618,13.294836
74.35,464.9571,11.293324,40.655968,101.38346,-0.2523089,478.2425,11.271045,13.285391,13.293324
74.4,465.52148,11.281385,40.612988,151.53806,-0.21314104,478.8057,11.25757,13.284216,13.281385
74.45,466.08588,11.262771,40.545975,317.26465,-0.08390435,479.36826,11.24372,13.282354,13.262771
74.5,466.64917,11.253255,40.51172,311.26486,-0.088492244,479.93008,11.229492,13.280916,13.253255
74.55,467.21106,11.256058,40.52181,82.84976,-0.26641062,480.4912,11.215536,13.280133,13.256058
74.6,467.773,11.251719,40.506187,-5.54628,-0.3352162,481.05164,11.202499,13.2786455,13.251719
74.65,468.33545,11.233715,40.441372,165.0545,-0.20218918,481.61148,11.190382,13.276012,13.233715
74.7,468.89786,11.210672,40.35842,437.6379,0.010308134,482.17072,11.179184,13.27286,13.210672
74.75,469.45862,11.205071,40.338257,402.82727,-0.01675319,482.7294,11.168904,13.270787,13.205071
74.8,470.01807,11.213257,40.367725,127.234314,-0.2314622,483.28763,11.159544,13.269555,13.213257
74.85,470.5779,11.210917,40.359303,53.92876,-0.28853294,483.8454,11.151103,13.26747,13.210917
74.9,471.13858,11.192584,40.293304,282.70087,-0.1101987,484.40274,11.143581,13.264163,13.192584
74.95,471.6992,11.17136,40.216896,574.97455,0.11761701,484.95978,11.136979,13.260574,13.17136
75.0,472.2579,11.173495,40.224583,452.40887,0.02214196,485.51648,11.131296,13.258566,13.173495
75.05,472.8159,11.183124,40.259243,204.17381,-0.17127289,486.07294,11.126532,13.257039,13.183124
75.1,473.3746,11.179635,40.24669,206.09912,-0.16974251,486.62915,11.122687,13.254557,13.179635
75.15,473.93408,11.163114,40.18721,456.8542,0.025696028,487.1852,11.119761,13.2511425,13.163114
75.2,474.493,11.152282,40.148216,615.1893,0.14910588,487.74115,11.117755,13.248129,13.152282
75.25,475.05045,11.161986,40.183147,410.42072,-0.010457111,488.297,11.116668,13.246574,13.161986
75.3,475.60806,11.167886,40.204388,286.46576,-0.107047506,488.85284,11.116499,13.244781,13.167886
75.35,476.16647,11.162011,40.183243,388.84018,-0.027264617,489.4087,11.11725,13.242203,13.162011
75.4,476.72525,11.151214,40.14437,592.73584,0.13162823,489.9646,11.11892,13.239336,13.151214
75.45,477.28308,11.154517,40.15626,551.14435,0.09920687,490.5206,11.1215105,13.237532,13.154517
75.5,477.84045,11.165081,40.194294,388.88968,-0.027253257,491.07675,11.125019,13.236322,13.165081
75.55,478.39844,11.16807,40.20505,372.54025,-0.040012933,491.63312,11.1291,13.234678,13.16807
75.6,478.95718,11.161982,40.183132,525.275,0.078993335,492.18967,11.133408,13.232495,13.161982
75.65,479.51596,11.156952,40.165024,662.15356,0.18564111,492.74646,11.13794,13.230487,13.156952
75.7,480.0738,11.167818,40.204144,512.33844,0.06886642,493.30347,11.142699,13.229701,13.167818
75.75,480.6316,11.180385,40.249386,334.9018,-0.069435544,493.86075,11.147685,13.22914,13.180385
75.8,481.19037,11.181638,40.253895,367.51297,-0.044048533,494.41824,11.152896,13.227892,13.181638
75.85,481.75003,11.172262,40.220146,597.66693,0.1352822,494.97604,11.158333,13.226007,13.172262
75.9,482.3096,11.166422,40.19912,766.7963,0.26705468,495.5341,11.163996,13.224483,13.166422
75.95,482.86783,11.182409,40.256676,540.87396,0.09096099,496.09244,11.169885,13.224604,13.182409
76.0,483.42615,11.199802,40.319286,292.77332,-0.10241821,496.6511,11.176,13.224937,13.199802
76.05,483.9858,11.200728,40.32262,348.9224,-0.058696613,497.21005,11.182341,13.224232,13.200728
76.1,484.54672,11.186903,40.27285,678.0264,0.19773765,497.76932,11.188908,13.222608,13.186903
76.15,485.1074,11.179424,40.245926,894.7833,0.3666178,498.32895,11.195701,13.221549,13.179424
76.2,485.66632,11.199982,40.319935,603.06714,0.13924205,498.88892,11.20272,13.222581,13.199982
76.25,486.22568,11.217846,40.384247,364.0668,-0.047054,499.44922,11.209965,13.223546,13.217846
76.3,486.7866,11.2170105,40.381237,470.22308,0.035629645,500.00992,11.217436,13.223321,13.2170105
76.35,487.34857,11.204557,40.336407,792.1521,0.28646386,500.57095,11.225132,13.222406,13.204557
76.4,487.9096,11.209103,40.352768,807.1996,0.29814267,501.13242,11.233055,13.222813,13.209103
76.45,488.46988,11.22865,40.42314,551.83765,0.09908888,501.69427,11.241203,13.224401,13.22865
76.5,489.03113,11.238125,40.45725,484.0792,0.04623315,502.25656,11.249578,13.225412,13.238125
76.55,489.59357,11.234976,40.44591,651.63025,0.17675267,502.81924,11.258269,13.22567,13.234976
76.6,490.15616,11.234021,40.442474,784.9664,0.2806055,503.3824,11.267368,13.226216,13.234021
76.65,490.71793,11.249456,40.498043,624.8744,0.1557858,503.94598,11.276874,13.228055,13.249456
76.7,491.28024,11.262088,40.543518,521.90784,0.07548116,504.51007,11.286787,13.22984,13.262088
76.75,491.84357,11.265474,40.555706,593.75165,0.1314041,505.07468,11.297107,13.231125,13.265474
76.8,492.40753,11.264767,40.553158,746.32526,0.25023717,505.6398,11.307835,13.232273,13.264767
76.85,492.97113,11.274865,40.589516,707.5598,0.2199559,506.20547,11.318969,13.234338,13.274865
76.9,493.53467,11.29167,40.65001,552.3945,0.098960556,506.7717,11.330511,13.237033,13.29167
76.95,494.0991,11.301916,40.686897,523.02673,0.07599686,507.33853,11.34246,13.239432,13.301916
77.0,494.6646,11.303143,40.691315,664.3718,0.18606776,507.90598,11.354816,13.2413645,13.303143
77.05,495.23065,11.303072,40.69106,835.47845,0.31932902,508.47403,11.367579,13.243377,13.303072
77.1,495.79614,11.317725,40.743813,743.9186,0.24788953,509.04272,11.38075,13.2466,13.317725
77.15,496.3615,11.341026,40.827694,500.71252,0.058267955,509.61212,11.394328,13.25061,13.341026
77.2,496.9281,11.354082,40.874695,450.6336,0.019148545,510.1822,11.408313,13.254082,13.354082
77.25,497.49625,11.352317,40.86834,677.1534,0.19558164,510.75296,11.422705,13.256697,13.352317
77.3,498.06528,11.346072,40.84586,991.4756,0.44043693,511.32446,11.437505,13.259186,13.346072
77.35,498.63348,11.359315,40.89353,956.5136,0.4130891,511.89673,11.452711,13.263238,13.359315
77.4,499.20135,11.385391,40.987408,693.7711,0.20822667,512.4697,11.468325,13.268392,13.385391
77.45,499.77057,11.400711,41.04256,633.43677,0.16109942,513.0436,11.484346,13.272983,13.400711
77.5,500.34134,11.402925,41.05053,818.27844,0.3050372,513.61816,11.500774,13.276853,13.402925
77.55,500.91254,11.407487,41.06695,958.5789,0.41426438,514.1936,11.516966,13.28109,13.407487
77.6,501.48312,11.429244,41.14528,775.8754,0.27177575,514.76984,11.532276,13.286725,13.429244
77.65,502.05457,11.447365,41.210514,649.74255,0.17337786,515.34686,11.546705,13.292274,13.447365
77.7,502.6273,11.454885,41.237587,706.86145,0.21779503,515.9245,11.560253,13.297231,13.454885
77.75,503.20084,11.457693,41.247696,839.7938,0.32129952,516.5028,11.572921,13.3019905,13.457693
77.8,503.7741,11.471839,41.298622,756.2128,0.25607738,517.0818,11.584706,13.307671,13.471839
77.85,504.34747,11.491232,41.368435,567.0444,0.108574316,517.6613,11.595612,13.313825,13.491232
77.9,504.9219,11.501425,41.40513,535.0842,0.08359085,518.24133,11.605636,13.319417,13.501425
77.95,505.49753,11.50075,41.4027,690.49915,0.20463663,518.82184,11.6147785,13.324314,13.50075
78.0,506.07352,11.4999895,41.399963,836.93475,0.31868994,519.4028,11.62304,13.329262,13.4999895
78.05,506.6486,11.517056,41.461403,648.6872,0.17192487,519.98413,11.630421,13.335508,13.517056
78.1,507.22375,11.537702,41.535725,384.88745,-0.03371414,520.5658,11.63692,13.342034,13.537702
78.15,507.8003,11.543128,41.55526,387.05347,-0.032076545,521.14777,11.642539,13.347497,13.543128
78.2,508.37817,11.532704,41.51774,666.34937,0.18553838,521.73004,11.647277,13.351836,13.532704
78.25,508.9562,11.523971,41.486298,903.9415,0.3706583,522.3125,11.651133,13.356277,13.523971
78.3,509.5325,11.542452,41.552826,636.386,0.1621138,522.89514,11.654108,13.362611,13.542452
78.35,510.1088,11.563393,41.628216,313.2688,-0.08972561,523.47784,11.656202,13.369072,13.563393
78.4,510.68668,11.564049,41.630577,347.30594,-0.06322291,524.0607,11.657415,13.37404,13.564049
78.45,511.2659,11.54717,41.569813,688.25586,0.20246802,524.6436,11.657748,13.377695,13.54717
78.5,511.84448,11.54029,41.545044,836.4119,0.3179169,525.22644,11.657199,13.381972,13.54029
78.55,512.4213,11.559009,41.61243,511.4428,0.06465543,525.8093,11.655967,13.387965,13.559009
78.6,512.99884,11.56899,41.648365,338.4556,-0.0701607,526.392,11.65425,13.393235,13.56899
78.65,513.5775,11.561739,41.62226,471.26514,0.03333955,526.97473,11.652047,13.397174,13.561739
78.7,514.15656,11.550238,41.580856,674.4049,0.19165277,527.55725,11.649359,13.400695,13.550238
78.75,514.7342,11.558116,41.60922,519.72955,0.07111739,528.13965,11.646186,13.405466,13.558116
78.8,515.3117,11.566373,41.638943,351.56448,-0.059927445,528.72186,11.642528,13.410135,13.566373
78.85,515.89,11.563584,41.628906,376.74203,-0.040293388,529.3039,11.638384,13.413887,13.563584
78.9,516.4687,11.553818,41.593742,521.48755,0.07252566,529.8857,11.633754,13.417005,13.553818
78.95,517.0466,11.553759,41.59353,483.65765,0.04306368,530.4672,11.62864,13.420665,13.553759
79.0,517.62384,11.56105,41.61978,305.9729,-0.095386446,531.0485,11.62304,13.424694,13.56105
79.05,518.2015,11.560747,41.61869,258.9146,-0.13203345,531.6295,11.616955,13.428029,13.560747
79.1,518.7797,11.550402,41.581448,386.6482,-0.032458324,532.2102,11.610385,13.4304905,13.550402
79.15,519.35785,11.539326,41.541573,520.614,0.071977146,532.7905,11.603329,13.432733,13.539326
79.2,519.93463,11.543814,41.557728,366.11734,-0.04838816,533.37054,11.595788,13.435906,13.543814
79.25,520.511,11.551757,41.586327,142.1744,-0.22287081,533.95013,11.587762,13.43915,13.551757
79.3,521.088,11.546886,41.568794,142.93898,-0.22223103,534.5293,11.57925,13.441301,13.546886
79.35,521.6657,11.528461,41.50246,381.68842,-0.036121633,535.10803,11.570253,13.442304,13.528461
79.4,522.2431,11.511223,41.440403,591.8238,0.12769169,535.68634,11.560771,13.443199,13.511223
79.45,522.8185,11.517868,41.464325,363.17554,-0.05044359,536.2641,11.550803,13.445595,13.517868
79.5,523.3933,11.528542,41.502747,54.61901,-0.2908493,536.8414,11.540351,13.448076,13.528542
79.55,523.96906,11.521151,41.476143,75.04525,-0.2748739,537.41815,11.5302105,13.449074,13.521151
79.6,524.5458,11.4964,41.38704,421.43463,-0.0048757456,537.99445,11.521181,13.448658,13.4964
79.65,525.12177,11.477409,41.318676,676.1666,0.19368567,538.5703,11.513262,13.448495,13.477409
79.7,525.6955,11.487981,41.35673,409.38406,-0.014184627,539.14575,11.5064535,13.450288,13.487981
79.75,526.2692,11.495773,41.384785,205.50519,-0.17303939,539.72095,11.500756,13.451763,13.495773
79.8,526.8439,11.487391,41.354607,306.63086,-0.09420513,540.2959,11.496169,13.451988,13.487391
79.85,527.41907,11.470463,41.293663,575.0583,0.115003735,540.8706,11.492693,13.451527,13.470463
79.9,527.993,11.4703045,41.293095,553.6214,0.09830976,541.4452,11.490328,13.452196,13.4703045
79.95,528.56616,11.47946,41.326057,377.14487,-0.039215878,542.01965,11.489073,13.4534855,13.47946
80.0,529.13995,11.480627,41.330257,358.2658,-0.05392976,542.5941,11.488928,13.454185,13.480627
80.05,529.7143,11.473319,41.303947,505.8827,0.061102808,543.1686,11.489894,13.454278,13.473319
80.1,530.2885,11.469597,41.29055,602.2517,0.13619024,543.74316,11.491971,13.454639,13.469597
80.15,530.8619,11.478601,41.322964,482.45135,0.042806294,544.3178,11.495158,13.455937,13.478601
80.2,531.43555,11.485788,41.34884,409.23523,-0.014280692,544.8927,11.499456,13.457156,13.485788
80.25,532.0098,11.485913,41.34929,477.42743,0.038827367,545.4678,11.504866,13.45794,13.485913
80.3,532.58466,11.48209,41.335526,630.8809,0.15837407,546.0432,11.511385,13.458528,13.48209
80.35,533.1592,11.485665,41.348396,664.81964,0.18477373,546.61896,11.519015,13.459742,13.485665
80.4,533.7332,11.500517,41.401863,509.37262,0.063574485,547.1951,11.527756,13.461878,13.500517
80.45,534.3078,11.512523,41.44508,419.587,-0.006460902,547.7717,11.537607,13.463941,13.512523
80.5,534.8834,11.515048,41.454174,515.31744,0.0680726,548.34894,11.54857,13.465475,13.515048
80.55,535.45996,11.510765,41.438755,742.16455,0.24478368,548.92664,11.560126,13.466686,13.510765
80.6,536.0365,11.511648,41.441936,877.71234,0.35034245,549.50494,11.571764,13.468428,13.511648
80.65,536.61224,11.530128,41.508457,697.6886,0.2099693,550.0838,11.583482,13.471582,13.530128
80.7,537.1884,11.548022,41.57288,530.202,0.079365395,550.66327,11.595279,13.474856,13.548022
80.75,537.76587,11.554017,41.594463,579.4386,0.11765705,551.24335,11.607156,13.477443,13.554017
80.8,538.3444,11.551281,41.584614,788.1471,0.28022754,551.824,11.619114,13.479565,13.551281
80.85,538.9228,11.557059,41.60541,845.16327,0.32458007,552.4053,11.631151,13.48245,13.557059
80.9,539.5006,11.577243,41.678074,644.27325,0.16793986,552.9871,11.643269,13.486512,13.577243
80.95,540.0792,11.591962,41.731064,543.89716,0.089631096,553.5696,11.655466,13.49034,13.591962
81.0,540.6592,11.595214,41.742767,652.26117,0.1739971,554.15265,11.667744,13.493504,13.595214
81.05,541.23987,11.594028,41.738503,842.48566,0.3221578,554.7363,11.680101,13.496502,13.594028
81.1,541.82007,11.606621,41.783836,786.1813,0.27819213,555.3207,11.692539,13.50063,13.606621
81.15,542.4001,11.627783,41.86002,577.34625,0.11535462,555.90564,11.705057,13.505517,13.627783
81.2,542.98126,11.64018,41.904648,528.4084,0.07712762,556.49115,11.717655,13.509926,13.64018
81.25,543.5638,11.64049,41.90576,699.1206,0.21007824,557.0774,11.730332,13.513619,13.64049
81.3,544.1469,11.6387615,41.899544,908.3262,0.37302673,557.6642,11.743091,13.517313,13.6387615
81.35,544.72925,11.655102,41.958366,793.93134,0.28378457,558.2517,11.755928,13.522436,13.655102
81.4,545.3115,11.6793,42.045483,539.91675,0.085732006,558.8398,11.7688465,13.528262,13.6793
81.45,545.8952,11.691505,42.08942,503.75858,0.057459388,559.4286,11.781844,13.533375,13.691505
81.5,546.4804,11.688836,42.07981,737.1396,0.23924483,560.018,11.794922,13.537566,13.688836
81.55,547.0663,11.684963,42.06587,994.5941,0.43979016,560.6081,11.808139,13.541812,13.684963
81.6,547.65094,11.704354,42.135674,836.6964,0.3166387,561.1988,11.821552,13.547856,13.704354
81.65,548.2357,11.730461,42.22966,561.3189,0.10193006,561.7902,11.835164,13.554521,13.730461
81.7,548.822,11.742061,42.271416,550.1642,0.09313573,562.3823,11.848972,13.560291,13.742061
81.75,549.41003,11.738358,42.258087,817.3106,0.3012278,562.97516,11.862978,13.565111,13.738358
81.8,549.99835,11.737753,42.25591,1031.8958,0.4683558,563.56866,11.877182,13.570296,13.737753
81.85,550.58545,11.761747,42.342293,807.69806,0.29352573,564.16284,11.8915825,13.577382,13.761747
81.9,551.1733,11.784432,42.423958,610.401,0.13965812,564.7578,11.90618,13.58452,13.784432
81.95,551.7627,11.792774,42.453987,673.9957,0.1891096,565.35345,11.920976,13.590777,13.792774
82.0,552.3534,11.791682,42.450054,910.14545,0.37303695,565.9499,11.935968,13.596507,13.791682
82.05,552.94385,11.802669,42.48961,932.6734,0.39048043,566.54706,11.951158,13.603248,13.802669
82.1,553.53394,11.82664,42.575905,725.56433,0.22895855,567.145,11.966545,13.611066,13.82664
82.15,554.12524,11.843415,42.636295,650.8695,0.17062947,567.7437,11.98213,13.618518,13.843415
82.2,554.7179,11.849025,42.656487,779.66046,0.2708819,568.34326,11.997911,13.6253195,13.849025
82.25,555.3114,11.852699,42.669716,946.302,0.40063092,568.94354,12.013891,13.632133,13.852699
82.3,555.9044,11.871753,42.738308,840.6244,0.3181505,569.5446,12.030067,13.640199,13.871753
82.35,556.49786,11.894509,42.820236,671.97186,0.18658951,570.14655,12.046442,13.648683,13.894509
82.4,557.09265,11.908106,42.86918,670.71014,0.18548019,570.74927,12.063013,13.656662,13.908106
82.45,557.6887,11.912155,42.88376,843.53864,0.3200441,571.35284,12.079782,13.66411,13.912155
82.5,558.28546,11.917885,42.904385,989.4763,0.4336493,571.9573,12.096747,13.671832,13.917885
82.55,558.8816,11.941006,42.98762,829.6068,0.30892462,572.56256,12.114074,13.680959,13.941006
82.6,559.4783,11.966487,43.079353,634.9003,0.15704592,573.1687,12.131925,13.690417,13.966487
82.65,560.07654,11.980312,43.129124,655.8193,0.17320852,573.77576,12.1503,13.699204,13.980312
82.7,560.6764,11.982343,43.136433,894.62994,0.3591791,574.3837,12.169199,13.707315,13.982343
82.75,561.277,11.986027,43.149696,1111.0378,0.52768666,574.9927,12.188622,13.715724,13.986027
82.8,561.87665,12.012118,43.243626,934.7896,0.39017704,575.6026,12.20857,13.725929,14.012118
82.85,562.4768,12.043715,43.357372,667.89526,0.18201867,576.21356,12.229041,13.73672,14.043715
82.9,563.07886,12.06097,43.419495,664.244,0.17901267,576.8255,12.250036,13.746674,14.06097
82.95,563.68286,12.062447,43.42481,949.19617,0.40092415,577.43854,12.271556,13.755691,14.062447
83.0,564.2877,12.064549,43.43238,1230.1444,0.6197114,578.0527,12.2936,13.764958,14.064549
83.05,564.8916,12.09326,43.535736,1044.686,0.47500286,578.6679,12.316168,13.776357,14.09326
83.1,565.496,12.127159,43.657772,774.55646,0.26430148,579.2843,12.33926,13.788346,14.127159
83.15,566.1024,12.145975,43.72551,780.42365,0.2686929,579.90186,12.362876,13.799469,14.145975
83.2,566.7109,12.150212,43.740765,1052.9523,0.48090252,580.5206,12.387016,13.809765,14.150212
83.25,567.31995,12.159511,43.77424,1242.8386,0.62870103,581.14056,12.411681,13.820659,14.159511
83.3,567.92834,12.192173,43.891823,1025.3097,0.45897627,581.7618,12.43687,13.833478,14.192173
83.35,568.53796,12.221997,43.999187,865.9617,0.33459002,582.3843,12.462583,13.846334,14.221997
83.4,569.14954,12.239216,44.061176,937.9587,0.39049858,583.00806,12.488819,13.858524,14.239216
83.45,569.76276,12.249184,44.09706,1146.0328,0.5524552,583.6332,12.51558,13.8704405,14.249184
83.5,570.37616,12.271031,44.175713,1151.0798,0.5561775,584.25964,12.542865,13.883472,14.271031
83.55,570.99,12.3030815,44.291096,976.16644,0.419646,584.88745,12.570083,13.897497,14.3030815
83.6,571.60535,12.328792,44.383648,907.2964,0.36576286,585.51666,12.59664,13.911307,14.328792
83.65,572.2225,12.344748,44.441093,1004.51917,0.44132861,586.1471,12.622538,13.92464,14.344748
83.7,572.8409,12.35791,44.488476,1144.4915,0.550215,586.7789,12.647775,13.937984,14.35791
83.75,573.4594,12.38364,44.58111,1055.7584,0.4808612,587.41187,12.672353,13.952445,14.38364
83.8,574.0785,12.416385,44.698986,836.7254,0.3099597,588.0461,12.696271,13.967603,14.416385
83.85,574.6992,12.4398985,44.783634,774.0045,0.260885,588.6815,12.719529,13.982262,14.4398985
83.9,575.3219,12.450243,44.820873,936.6372,0.38744617,589.31805,12.742127,13.9961195,14.450243
83.95,575.9459,12.455953,44.84143,1173.7897,0.5720892,589.9557,12.764066,14.009785,14.455953
84.0,576.5697,12.477475,44.91891,1125.4001,0.5341947,590.5944,12.785344,14.024736,14.477475
84.05,577.1932,12.515722,45.0566,775.948,0.2616654,591.2342,12.805963,14.041029,14.515722
84.1,577.81836,12.543275,45.155792,607.81445,0.13045296,591.875,12.825921,14.056645,14.543275
