t,fv0_x,fv0_v,fv0_v_kmh,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
727.3,7004.234,0.7362282,2.6504216,-195.32683,-0.42345637,7008.5366,0.11397955,4.302642,2.7362282
727.35,7004.2705,0.71541727,2.5755022,-119.49211,-0.3643449,7008.542,0.102876306,4.271717,2.7154171
727.4,7004.3057,0.6981321,2.5132754,-87.32816,-0.33925366,7008.547,0.09381691,4.241319,2.698132
727.45,7004.3403,0.68287253,2.4583411,-64.01901,-0.32106367,7008.5513,0.08680137,4.2113853,2.6828725
727.5,7004.374,0.66725993,2.4021356,5.9335775,-0.2665463,7008.5557,0.08182969,4.181804,2.66726
727.55,7004.4067,0.6550823,2.3582962,48.298046,-0.23352332,7008.5596,0.07969181,4.152811,2.6550822
727.6,7004.4395,0.6452634,2.3229482,102.015366,-0.1916642,7008.564,0.0811777,4.124381,2.6452634
727.65,7004.4717,0.636383,2.290979,200.69206,-0.11479226,7008.568,0.086287335,4.096472,2.636383
727.7,7004.503,0.63238186,2.2765749,252.57268,-0.07437738,7008.5723,0.09502073,4.069337,2.632382
727.75,7004.5347,0.63067985,2.2704475,318.2998,-0.02318401,7008.5776,0.10737788,4.042873,2.6306798
727.8,7004.5664,0.6305815,2.2700934,414.59592,0.051813174,7008.5835,0.123358786,4.0170774,2.6305816
727.85,7004.5977,0.6352394,2.286862,467.7114,0.09316942,7008.59,0.14296345,3.9921584,2.6352394
727.9,7004.63,0.64136106,2.3088999,555.3451,0.16140556,7008.5977,0.16619188,3.9679713,2.641361
727.95,7004.662,0.6507502,2.3427007,635.35205,0.2236941,7008.6064,0.19304407,3.9446487,2.6507502
728.0,7004.695,0.6640404,2.3905456,692.99286,0.2685542,7008.617,0.22352,3.9222589,2.6640403
728.05,7004.7285,0.67853016,2.4427087,792.3669,0.3459139,7008.629,0.2576197,3.9006882,2.6785302
728.1,7004.7627,0.6975818,2.5112946,854.2036,0.39402786,7008.643,0.29534316,3.8801517,2.6975818
728.15,7004.7983,0.71903515,2.5885265,929.8445,0.4528867,7008.6587,0.33669037,3.860565,2.7190351
728.2,7004.835,0.74272823,2.6738217,1023.4039,0.52569515,7008.677,0.38166133,3.8419504,2.7427282
728.25,7004.8726,0.7712306,2.7764301,1074.0427,0.56506425,7008.697,0.43025604,3.8244784,2.7712307
728.3,7004.9116,0.8007523,2.882708,1172.0447,0.64131755,7008.7197,0.48247454,3.8079753,2.8007522
728.35,7004.9526,0.8341877,3.0030756,1248.7571,0.70097995,7008.745,0.5383168,3.7926276,2.8341877
728.4,7004.995,0.8715231,3.1374831,1304.6136,0.744389,7008.774,0.5977828,3.7784646,2.8715231
728.45,7005.04,0.90967375,3.2748256,1413.381,0.829003,7008.805,0.6608725,3.7653508,2.9096737
728.5,7005.0864,0.9530571,3.4310057,1469.7373,0.8727841,7008.84,0.72758603,3.753548,2.953057
728.55,7005.1353,0.9983311,3.593992,1524.376,0.91522145,7008.878,0.7962883,3.7428946,2.998331
728.6,7005.186,1.0443159,3.7595375,1576.2571,0.95550805,7008.9194,0.86534435,3.7333298,3.044316
728.65,7005.2397,1.093237,3.9356532,1571.8824,0.9519728,7008.9644,0.93475413,3.724962,3.093237
728.7,7005.2954,1.1411772,4.1082377,1604.8511,0.97752213,7009.013,1.0045177,3.7175698,3.1411772
728.75,7005.354,1.1900209,4.2840753,1629.859,0.9968678,7009.065,1.074635,3.7112434,3.1900208
728.8,7005.4146,1.2409129,4.4672866,1619.2557,0.9884717,7009.1206,1.1451061,3.7060332,3.240913
728.85,7005.478,1.2902132,4.6447678,1660.2107,1.0202328,7009.1797,1.2159309,3.7017343,3.2902133
728.9,7005.5435,1.3405976,4.8261514,1688.3705,1.0420244,7009.242,1.2871095,3.6984797,3.3405976
728.95,7005.612,1.3940476,5.0185714,1655.9591,1.0166318,7009.308,1.3586419,3.6963656,3.3940477
729.0,7005.683,1.4455055,5.20382,1684.3171,1.0385715,7009.378,1.430528,3.6951125,3.4455056
729.05,7005.7563,1.4962353,5.386447,1742.9685,1.0841045,7009.451,1.5027679,3.6947787,3.4962354
729.1,7005.8325,1.5513375,5.584815,1709.1686,1.0576206,7009.5283,1.5753615,3.695628,3.5513375
729.15,7005.9116,1.606169,5.7822084,1694.3782,1.0459406,7009.609,1.648309,3.697404,3.606169
729.2,7005.993,1.657581,5.967292,1774.183,1.1079412,7009.693,1.7216101,3.6999302,3.657581
729.25,7006.0776,1.7131274,6.1672587,1766.8414,1.1020566,7009.7812,1.7952651,3.7036023,3.7131274
729.3,7006.1646,1.7706181,6.374225,1724.8888,1.0692086,7009.8726,1.8692738,3.7082956,3.770618
729.35,7006.2544,1.8236845,6.5652637,1801.315,1.1285676,7009.968,1.9436362,3.7136626,3.8236845
729.4,7006.347,1.879763,6.767147,1817.2158,1.1407773,7010.067,2.0183525,3.7200933,3.8797631
729.45,7006.4424,1.9390199,6.9804716,1768.5204,1.1026664,7010.17,2.0934224,3.7275894,3.93902
729.5,7006.5405,1.9941545,7.178956,1830.5483,1.1507996,7010.2764,2.1688461,3.7357535,3.9941545
729.55,7006.6416,2.050732,7.382635,1862.8268,1.1757569,7010.3867,2.2442558,3.7448742,4.050732
729.6,7006.7456,2.111217,7.600381,1799.4833,1.1262275,7010.501,2.3192837,3.755071,4.111217
729.65,7006.8525,2.1681836,7.8054614,1818.6731,1.1409858,7010.6187,2.3939297,3.7659311,4.168184
729.7,7006.9624,2.223852,8.005867,1866.9052,1.178365,7010.74,2.4681938,3.7775588,4.223852
729.75,7007.075,2.2834792,8.220526,1817.9655,1.14005,7010.865,2.542076,3.7902212,4.283479
729.8,7007.191,2.3421288,8.4316635,1790.1565,1.1181931,7010.994,2.6155765,3.8036397,4.3421288
729.85,7007.3096,2.3964567,8.627244,1863.3754,1.1750311,7011.127,2.6886952,3.81762,4.3964567
729.9,7007.4307,2.454467,8.8360815,1845.7952,1.1611387,7011.263,2.761432,3.8325787,4.454467
729.95,7007.5547,2.5151196,9.054431,1762.3525,1.09594,7011.4033,2.833787,3.848446,4.5151196
730.0,7007.6816,2.5696511,9.250744,1822.4482,1.142551,7011.5464,2.90576,3.8647377,4.569651
730.05,7007.812,2.6244566,9.448044,1872.9756,1.181707,7011.694,2.9773512,3.8817847,4.6244564
730.1,7007.9443,2.684897,9.665628,1785.9886,1.1137425,7011.844,3.0485606,3.8998628,4.684897
730.15,7008.08,2.7432692,9.87577,1745.2977,1.0818393,7011.9985,3.119388,3.9185445,4.7432694
730.2,7008.2188,2.795383,10.063379,1850.4526,1.1635443,7012.1562,3.1898339,3.9375908,4.795383
730.25,7008.36,2.852586,10.26931,1831.0476,1.1482195,7012.3174,3.2598977,3.9576027,4.8525863
730.3,7008.504,2.9135165,10.488659,1719.7104,1.0612803,7012.4824,3.3295798,3.9784944,4.9135165
730.35,7008.651,2.966729,10.680223,1788.2991,1.1144971,7012.6504,3.39888,3.9996347,4.9667287
730.4,7008.801,3.020379,10.873364,1842.7867,1.1567285,7012.8223,3.4677982,4.021454,5.020379
730.45,7008.953,3.0799415,11.08779,1753.4961,1.0869584,7012.997,3.5363348,4.044237,5.0799417
730.5,7009.1084,3.1365032,11.291411,1731.6688,1.0697395,7013.176,3.6044893,4.067489,5.136503
730.55,7009.2666,3.188081,11.477092,1828.5293,1.144974,7013.3574,3.6725276,4.091095,5.188081
730.6,7009.4272,3.2450683,11.682246,1802.9998,1.1248661,7013.543,3.740715,4.1156116,5.2450686
730.65,7009.591,3.3048043,11.897296,1718.1989,1.0585839,7013.732,3.8090518,4.1408906,5.3048043
730.7,7009.7573,3.356965,12.085074,1817.2847,1.1355438,7013.924,3.8775375,4.1663647,5.356965
730.75,7009.927,3.4112606,12.280539,1871.2712,1.1773694,7014.1196,3.9461722,4.1925597,5.4112606
730.8,7010.0986,3.4725704,12.501254,1765.7816,1.0949618,7014.3184,4.0149565,4.21974,5.4725704
730.85,7010.2734,3.5302806,12.70901,1750.1986,1.0825875,7014.521,4.0838895,4.24732,5.5302806
730.9,7010.4517,3.5817652,12.894355,1885.5463,1.1877843,7014.727,4.1529717,4.2751513,5.581765
730.95,7010.6323,3.640473,13.105702,1856.8723,1.1652064,7014.9365,4.2222033,4.3039694,5.640473
731.0,7010.8154,3.7035482,13.332773,1731.496,1.0672945,7015.149,4.291584,4.333615,5.703548
731.05,7011.002,3.7569795,13.5251255,1836.2338,1.148638,7015.365,4.361114,4.363311,5.7569795
731.1,7011.1914,3.8119812,13.723132,1909.1462,1.205187,7015.5854,4.430793,4.393673,5.811981
731.15,7011.3833,3.874791,13.949247,1805.509,1.1242003,7015.8086,4.500621,4.4250436,5.874791
731.2,7011.5786,3.9340036,14.162413,1790.5455,1.1122875,7016.035,4.570598,4.456788,5.934004
731.25,7011.777,3.9873607,14.354499,1916.0579,1.2098033,7016.2656,4.6407247,4.488776,5.9873605
731.3,7011.9775,4.047582,14.571296,1887.4299,1.1872399,7016.4995,4.711,4.5217137,6.047582
731.35,7012.181,4.111307,14.800706,1782.9377,1.105574,7016.737,4.781425,4.55541,6.111307
731.4,7012.388,4.1660333,14.99772,1890.7797,1.1893158,7016.9775,4.851999,4.5891657,6.1660333
731.45,7012.598,4.2229815,15.202733,1951.9254,1.2366779,7017.2217,4.922722,4.6236005,6.2229815
731.5,7012.811,4.2873936,15.434616,1846.361,1.1541668,7017.4697,4.9935937,4.6590066,6.2873936
731.55,7013.0264,4.348117,15.65322,1809.6234,1.1252741,7017.721,5.06339,4.694749,6.348117
731.6,7013.2456,4.401866,15.846717,1895.6719,1.1920393,7017.976,5.1308846,4.730613,6.401866
731.65,7013.4673,4.4598966,16.055628,1847.0083,1.1538665,7018.2344,5.1960783,4.7672024,6.4598966
731.7,7013.6914,4.520547,16.27397,1702.1355,1.04075,7018.4956,5.2589707,4.8043876,6.520547
731.75,7013.9185,4.5727425,16.461874,1713.0778,1.0490232,7018.7603,5.3195624,4.841509,6.5727425
731.8,7014.1484,4.6224437,16.640797,1743.6913,1.0726267,7019.0273,5.3778524,4.878868,6.6224437
731.85,7014.381,4.6754284,16.831543,1663.0232,1.0095451,7019.298,5.433841,4.9167604,6.6754284
731.9,7014.6157,4.728378,17.02216,1546.6058,0.9186197,7019.571,5.4875283,4.9549627,6.728378
731.95,7014.8535,4.7734103,17.184277,1572.1306,0.9382783,7019.8467,5.5389147,4.9929924,6.7734103
732.0,7015.0938,4.816846,17.340645,1596.5322,0.9570688,7020.1245,5.588,5.031176,6.816846
732.05,7015.3354,4.8633857,17.50819,1514.2576,0.8927615,7020.4053,5.6347837,5.0697503,6.8633857
732.1,7015.5796,4.910764,17.678753,1376.6014,0.7853167,7020.688,5.6792665,5.108553,6.910764
732.15,7015.826,4.950543,17.821955,1372.3741,0.78182524,7020.973,5.721448,5.147065,6.950543
732.2,7016.0747,4.983901,17.942043,1474.3506,0.8610784,7021.2603,5.761328,5.1853204,6.983901
732.25,7016.325,5.021577,18.077677,1442.8773,0.8363761,7021.5493,5.7989073,5.223908,7.021577
732.3,7016.577,5.065223,18.234802,1242.0043,0.6797113,7021.84,5.834185,5.2628922,7.065223
732.35,7016.831,5.1064887,18.38336,1057.7231,0.53597957,7022.133,5.8671618,5.3017573,7.1064887
732.4,7017.087,5.132677,18.477638,1170.5288,0.62370026,7022.427,5.8978367,5.3397284,7.132677
732.45,7017.3447,5.157906,18.568462,1267.0468,0.69874036,7022.722,5.926211,5.3776007,7.157906
732.5,7017.6035,5.1924663,18.692879,1120.8132,0.584673,7023.019,5.952284,5.415954,7.1924663
732.55,7017.8633,5.2291045,18.824776,920.0335,0.4281127,7023.3174,5.9777765,5.454334,7.2291045
732.6,7018.1255,5.250644,18.902319,1069.0201,0.54403394,7023.617,6.0044103,5.4917345,7.250644
732.65,7018.3887,5.2730193,18.982868,1217.048,0.6592038,7023.918,6.0321856,5.529108,7.2730193
732.7,7018.6533,5.307914,19.10849,1109.1001,0.5749498,7024.22,6.0611014,5.5671597,7.307914
732.75,7018.919,5.3449388,19.24178,973.1396,0.46886703,7024.524,6.0911584,5.6052933,7.3449388
732.8,7019.187,5.3677096,19.323755,1165.5887,0.6186296,7024.8296,6.122357,5.6425557,7.3677096
732.85,7019.456,5.395799,19.424877,1259.8252,0.6918739,7025.136,6.154696,5.680121,7.395799
732.9,7019.7266,5.4346395,19.564701,1138.9027,0.59749144,7025.445,6.188176,5.7183285,7.4346395
732.95,7019.999,5.4693003,19.68948,1126.7544,0.58784544,7025.7554,6.2227974,5.7563066,7.4693003
733.0,7020.2734,5.4965086,19.787432,1293.3232,0.71742636,7026.0674,6.25856,5.7938747,7.4965086
733.05,7020.5493,5.53181,19.914516,1303.0854,0.72483987,7026.3813,6.2954636,5.831976,7.53181
733.1,7020.826,5.5733695,20.06413,1196.4368,0.641556,7026.697,6.333508,5.8705177,7.5733695
733.15,7021.106,5.6064715,20.183296,1289.4653,0.7138289,7027.0146,6.3726935,5.9086328,7.6064715
733.2,7021.387,5.638933,20.30016,1413.8208,0.8105026,7027.334,6.4130206,5.946804,7.638933
733.25,7021.6704,5.680527,20.449898,1360.8315,0.7690066,7027.656,6.4544883,5.985636,7.680527
733.3,7021.955,5.7249703,20.609892,1265.4272,0.6944605,7027.9795,6.497097,6.0247664,7.7249703
733.35,7022.242,5.758679,20.731243,1416.5557,0.8119761,7028.3057,6.540847,6.063387,7.758679
733.4,7022.5312,5.7951922,20.862692,1525.6333,0.89672554,7028.634,6.585738,6.102332,7.7951922
733.45,7022.8223,5.8423586,21.032492,1426.8959,0.81956524,7028.9644,6.63177,6.1420946,7.8423586
733.5,7023.1147,5.8905525,21.205988,1324.9337,0.7398863,7029.297,6.678943,6.182104,7.8905525
733.55,7023.4106,5.925896,21.333227,1502.9991,0.8783682,7029.6323,6.7266493,6.221519,7.925896
733.6,7023.708,5.9655395,21.47594,1589.635,0.94561815,7029.9697,6.774281,6.261392,7.9655395
733.65,7024.0073,6.01586,21.657097,1451.5919,0.8378231,7030.3096,6.821838,6.3021126,8.015861
733.7,7024.309,6.064581,21.83249,1347.3259,0.7563417,7030.652,6.8693194,6.342925,8.064581
733.75,7024.6133,6.100545,21.961962,1509.6841,0.8825831,7030.9966,6.9167266,6.383138,8.100545
733.8,7024.9194,6.1416802,22.110048,1563.2389,0.92405623,7031.3433,6.964059,6.423854,8.14168
733.85,7025.2275,6.1913934,22.289017,1437.8232,0.82609355,7031.693,7.0113163,6.4652805,8.191393
733.9,7025.538,6.23735,22.45446,1390.5785,0.78903204,7032.0444,7.058499,6.506653,8.2373495
733.95,7025.851,6.274047,22.586569,1534.9526,0.9012591,7032.399,7.105607,6.5476236,8.274047
734.0,7026.166,6.3164363,22.73917,1560.7458,0.9210993,7032.7554,7.15264,6.589121,8.316436
734.05,7026.483,6.36626,22.918535,1432.7866,0.82114977,7033.114,7.1995983,6.6312513,8.36626
734.1,7026.802,6.4115767,23.081676,1397.7443,0.7935904,7033.475,7.246482,6.6732664,8.411576
734.15,7027.1235,6.447651,23.211542,1552.2114,0.9136779,7033.8384,7.2932906,6.7148643,8.447651
734.2,7027.4473,6.489689,23.36288,1583.4797,0.9377797,7034.2046,7.3400245,6.756997,8.489689
734.25,7027.773,6.5402966,23.545067,1439.1262,0.8250519,7034.5728,7.3866835,6.799828,8.540297
734.3,7028.1006,6.587782,23.716015,1358.6759,0.76211023,7034.943,7.4332676,6.8426166,8.587782
734.35,7028.431,6.622614,23.841412,1535.6035,0.89969385,7035.316,7.4797773,6.8847566,8.622614
734.4,7028.7637,6.662438,23.984777,1610.0311,0.9574177,7035.691,7.5262117,6.9273615,8.662438
734.45,7029.0977,6.7129884,24.16676,1466.4973,0.84532326,7036.0684,7.5725718,6.970795,8.712989
734.5,7029.434,6.7637157,24.349377,1319.6191,0.7306215,7036.448,7.618857,7.0143843,8.763716
734.55,7029.7734,6.79905,24.47658,1478.9215,0.8544714,7036.8306,7.664758,7.057128,8.799049
734.6,7030.1147,6.836358,24.61089,1588.6018,0.9396619,7037.215,7.7099676,7.1001263,8.836358
734.65,7030.4575,6.8844037,24.783854,1473.116,0.8494218,7037.6016,7.7544847,7.143931,8.884403
734.7,7030.8022,6.9349937,24.965979,1297.97,0.7127001,7037.99,7.7983093,7.188005,8.934994
734.75,7031.15,6.970984,25.095541,1406.0763,0.7966699,7038.3813,7.8414416,7.231234,8.9709835
734.8,7031.5,7.006381,25.222973,1516.2648,0.8822642,7038.7744,7.883882,7.274506,9.006381
734.85,7031.851,7.0505743,25.382067,1441.8082,0.8239977,7039.1694,7.9256296,7.3184185,9.050574
734.9,7032.204,7.0982223,25.5536,1289.8751,0.7053679,7039.567,7.9666853,7.362615,9.098222
734.95,7032.56,7.134294,25.683458,1358.5139,0.75859565,7039.9663,8.007049,7.4061084,9.1342945
735.0,7032.918,7.1678033,25.804092,1468.1798,0.8437915,7040.3677,8.04672,7.4494705,9.167804
735.05,7033.2773,7.2087407,25.951468,1421.6956,0.8073267,7040.771,8.085699,7.4933443,9.208741
735.1,7033.6387,7.2545285,26.116302,1270.7643,0.68948466,7041.1763,8.123985,7.537551,9.254529
735.15,7034.002,7.291707,26.250145,1280.0804,0.6965002,7041.5835,8.16158,7.5811973,9.291707
735.2,7034.3677,7.3216925,26.358093,1420.7903,0.8058931,7041.992,8.198482,7.624362,9.321692
735.25,7034.7354,7.3580465,26.488966,1427.202,0.8106506,7042.4033,8.234692,7.667929,9.358047
735.3,7035.1035,7.4022775,26.6482,1270.7885,0.68854475,7042.816,8.270209,7.711989,9.402277
735.35,7035.474,7.443889,26.798,1156.6313,0.5993648,7043.23,8.305035,7.7558365,9.44389
735.4,7035.8477,7.4711943,26.8963,1311.0457,0.7194458,7043.646,8.339168,7.798682,9.471194
735.45,7036.2227,7.500269,27.000969,1421.1716,0.8050223,7044.064,8.372608,7.8415866,9.500269
735.5,7036.598,7.5399117,27.143682,1317.4453,0.7239767,7044.4834,8.405356,7.885131,9.539912
735.55,7036.9756,7.584894,27.305618,1110.8983,0.562816,7044.905,8.438085,7.928956,9.584894
735.6,7037.3555,7.6175404,27.423145,1150.7881,0.5936656,7045.327,8.471465,7.9718733,9.61754
735.65,7037.738,7.642449,27.512815,1346.9542,0.7462767,7045.7515,8.505498,8.014144,9.642448
735.7,7038.1206,7.6757045,27.632536,1391.7384,0.78093266,7046.1777,8.540182,8.057021,9.675704
735.75,7038.505,7.718774,27.787584,1258.4644,0.6768474,7046.606,8.57552,8.100657,9.718774
735.8,7038.891,7.760049,27.936174,1168.4022,0.60642725,7047.0356,8.611508,8.144127,9.760049
735.85,7039.2803,7.788311,28.037918,1333.666,0.73494625,7047.467,8.648149,8.186554,9.788311
735.9,7039.671,7.8201427,28.152514,1439.0836,0.81683123,7047.9004,8.685442,8.229212,9.820143
735.95,7040.063,7.862373,28.30454,1355.8994,0.7517587,7048.3354,8.723387,8.272578,9.862372
736.0,7040.4565,7.9082026,28.469528,1213.7142,0.6407094,7048.7725,8.761984,8.316201,9.908202
736.05,7040.8525,7.941357,28.588884,1319.5472,0.7229065,7049.212,8.801233,8.358979,9.941357
736.1,7041.251,7.9717116,28.698162,1486.1672,0.8524641,7049.653,8.841135,8.401593,9.971712
736.15,7041.651,8.012275,28.84419,1469.2589,0.83901584,7050.0957,8.881688,8.44495,10.012275
736.2,7042.052,8.061332,29.020794,1302.1376,0.7085193,7050.541,8.922894,8.48894,10.061332
736.25,7042.4556,8.103163,29.171385,1279.324,0.6904607,7050.9883,8.964751,8.532493,10.103163
736.3,7042.8623,8.133452,29.280428,1480.3054,0.846777,7051.4375,9.00726,8.5753145,10.133452
736.35,7043.27,8.1707735,29.414783,1558.3964,0.9073343,7051.8887,9.050423,8.618701,10.1707735
736.4,7043.6797,8.219615,29.590612,1431.1714,0.8079064,7052.3423,9.094236,8.662975,10.219615
736.45,7044.091,8.26969,29.770882,1290.3707,0.6978953,7052.7983,9.138702,8.707432,10.26969
736.5,7044.5054,8.304439,29.895979,1441.913,0.81567276,7053.2563,9.183821,8.750924,10.304439
736.55,7044.9224,8.339361,30.021698,1590.8561,0.9314241,7053.717,9.228995,8.794536,10.339361
736.6,7045.3403,8.38511,30.186398,1533.9475,0.8867767,7054.179,9.273632,8.839011,10.38511
736.65,7045.76,8.437441,30.374788,1350.3682,0.7434276,7054.644,9.317732,8.884043,10.437441
736.7,7046.1826,8.478959,30.524254,1359.2842,0.7500731,7055.111,9.361293,8.9284,10.478959
736.75,7046.608,8.512404,30.644655,1509.3851,0.86673295,7055.58,9.404315,8.97226,10.512404
736.8,7047.0347,8.5524235,30.788723,1532.7955,0.884676,7056.0513,9.4468,9.016651,10.5524235
736.85,7047.4634,8.600411,30.961483,1404.9644,0.7847706,7056.525,9.488748,9.061662,10.600411
736.9,7047.8936,8.6463995,31.127037,1307.7145,0.7086956,7057.0005,9.530156,9.106576,10.6463995
736.95,7048.327,8.679907,31.247665,1430.4838,0.8040652,7057.478,9.571027,9.150638,10.679907
737.0,7048.7627,8.71479,31.373245,1521.5656,0.87474537,7057.9575,9.61136,9.194823,10.71479
737.05,7049.199,8.757803,31.52809,1459.463,0.82606244,7058.439,9.6511545,9.239607,10.757803
737.1,7049.6377,8.805599,31.700155,1305.2736,0.70562416,7058.9224,9.690412,9.28474,10.805599
737.15,7050.0786,8.845153,31.84255,1293.2672,0.69598013,7059.408,9.729131,9.329281,10.845153
737.2,7050.5225,8.874753,31.94911,1453.0953,0.8202368,7059.8955,9.767311,9.373094,10.874753
737.25,7050.9673,8.909409,32.07387,1515.5459,0.868616,7060.385,9.804954,9.41725,10.909409
737.3,7051.4136,8.953859,32.233894,1396.7843,0.7757901,7060.876,9.842059,9.462085,10.953859
737.35,7051.862,9.001892,32.40681,1208.4249,0.62873214,7061.3687,9.878626,9.507142,11.001892
737.4,7052.3125,9.037374,32.534546,1237.1201,0.6508131,7061.864,9.914654,9.551243,11.037374
737.45,7052.7656,9.063115,32.627213,1431.6515,0.80212295,7062.3604,9.950145,9.594576,11.063115
737.5,7053.22,9.096339,32.746822,1486.691,0.844737,7062.859,9.985098,9.638391,11.096339
737.55,7053.676,9.14121,32.908356,1332.3121,0.72416353,7063.359,10.019728,9.682986,11.14121
737.6,7054.133,9.188977,33.08032,1126.1946,0.5632717,7063.861,10.054253,9.727721,11.188977
737.65,7054.5933,9.22097,33.19549,1196.2712,0.61760384,7064.3643,10.088671,9.77121,11.22097
737.7,7055.0557,9.246614,33.28781,1375.3783,0.75689876,7064.8696,10.122982,9.8140955,11.246614
737.75,7055.519,9.280076,33.40827,1416.2839,0.78849953,7065.3765,10.157188,9.857564,11.280076
737.8,7055.9834,9.322799,33.562073,1294.9529,0.6936757,7065.8853,10.191288,9.90176,11.322799
737.85,7056.4497,9.365673,33.716423,1170.137,0.5961354,7066.3955,10.225281,9.945902,11.365673
737.9,7056.919,9.395367,33.823322,1272.285,0.6754597,7066.9077,10.259169,9.988845,11.395367
737.95,7057.39,9.423875,33.92595,1392.9937,0.76924783,7067.4214,10.29295,10.0316,11.423875
738.0,7057.8623,9.460163,34.056587,1377.2386,0.75669473,7067.937,10.326624,10.074851,11.460163
738.05,7058.336,9.503248,34.211693,1242.8569,0.65169924,7068.454,10.360192,10.118524,11.503248
738.1,7058.811,9.542725,34.35381,1169.6913,0.59440696,7068.973,10.393655,10.161842,11.542725
738.15,7059.2896,9.569527,34.450294,1313.0829,0.7058718,7069.4937,10.4270115,10.204123,11.569527
738.2,7059.7695,9.597823,34.552162,1428.8003,0.79577136,7070.0156,10.460261,10.246425,11.597823
738.25,7060.2505,9.635499,34.687794,1382.1392,0.7591332,7070.5396,10.493405,10.289345,11.635499
738.3,7060.7324,9.680435,34.849564,1210.2631,0.6249171,7071.065,10.526443,10.332723,11.680435
738.35,7061.217,9.720537,34.993935,1119.9502,0.554261,7071.5923,10.559374,10.375646,11.720537
738.4,7061.7036,9.745422,35.08352,1287.1151,0.6842533,7072.121,10.592199,10.417306,11.745422
738.45,7062.1924,9.771604,35.177773,1430.1006,0.79540354,7072.6514,10.624918,10.458966,11.771604
738.5,7062.682,9.808313,35.30993,1393.0547,0.7662576,7073.1836,10.657531,10.501371,11.808313
738.55,7063.173,9.853737,35.473454,1204.8912,0.6193479,7073.7173,10.689784,10.54438,11.853737
738.6,7063.6655,9.89509,35.622326,1078.9539,0.52093244,7074.2524,10.721424,10.586965,11.89509
738.65,7064.161,9.919501,35.710205,1231.185,0.6392952,7074.7896,10.752452,10.628094,11.919501
738.7,7064.6587,9.944127,35.79886,1372.0498,0.7488036,7075.3276,10.7828665,10.66911,11.944127
738.75,7065.1567,9.97865,35.923138,1339.3445,0.723052,7075.8677,10.812668,10.710755,11.97865
738.8,7065.6562,10.021552,36.077587,1159.4288,0.5825816,7076.409,10.841856,10.752902,12.021552
738.85,7066.157,10.060396,36.217426,1040.7322,0.48982158,7076.9517,10.870431,10.794585,12.060396
738.9,7066.661,10.083311,36.29992,1180.6597,0.5986119,7077.496,10.898394,10.834878,12.083311
738.95,7067.1665,10.106755,36.38432,1303.9614,0.69444907,7078.0415,10.925743,10.875039,12.106755
739.0,7067.673,10.139058,36.50061,1272.521,0.6696974,7078.5884,10.95248,10.9157095,12.139058
739.05,7068.18,10.178672,36.64322,1112.8197,0.5449931,7079.1367,10.978603,10.956761,12.178672
739.1,7068.689,10.214413,36.77189,1010.39703,0.46492946,7079.6865,11.004114,10.997315,12.214413
739.15,7069.2007,10.235846,36.84904,1137.0914,0.5634237,7080.2373,11.029012,11.0365505,12.235846
739.2,7069.714,10.257573,36.927265,1251.0452,0.65199256,7080.7896,11.053297,11.075593,12.257573
739.25,7070.2275,10.287372,37.03454,1224.545,0.63110626,7081.343,11.076968,11.115047,12.287372
739.3,7070.742,10.324266,37.16736,1074.3184,0.5138,7081.897,11.100027,11.154829,12.324266
739.35,7071.2583,10.3587,37.29132,957.46906,0.4225084,7082.4526,11.122474,11.194181,12.3587
739.4,7071.777,10.378866,37.36392,1066.77,0.50746495,7083.0093,11.144306,11.232164,12.378866
739.45,7072.2974,10.397045,37.429363,1200.5636,0.6115133,7083.567,11.165526,11.269734,12.397045
739.5,7072.818,10.422952,37.522625,1200.5679,0.6112992,7084.126,11.186133,11.307658,12.422952
739.55,7073.3394,10.457414,37.64669,1058.233,0.5001566,7084.6855,11.206537,11.345995,12.457414
739.6,7073.8623,10.492734,37.77384,903.48737,0.37934038,7085.2466,11.22715,11.384142,12.492734
739.65,7074.387,10.514404,37.851852,971.41345,0.43205917,7085.808,11.24797,11.420951,12.514404
739.7,7074.9146,10.52832,37.901955,1165.4735,0.5830785,7086.371,11.268996,11.456892,12.52832
739.75,7075.442,10.549664,37.97879,1240.0814,0.6410036,7086.935,11.290232,11.493185,12.549664
739.8,7075.97,10.582858,38.09829,1124.5945,0.55077875,7087.5005,11.311674,11.530194,12.582858
739.85,7076.499,10.621937,38.23897,915.9626,0.38796017,7088.0664,11.3333235,11.567449,12.621937
739.9,7077.03,10.650594,38.342136,876.5089,0.35698852,7088.634,11.355182,11.60365,12.650594
739.95,7077.5635,10.666442,38.39919,1042.6244,0.48622647,7089.202,11.377247,11.638457,12.666442
740.0,7078.098,10.685595,38.46814,1156.7716,0.5749623,7089.7715,11.39952,11.673367,12.685595
740.05,7078.633,10.712244,38.564075,1153.86,0.5724663,7090.342,11.422001,11.70896,12.712244
740.1,7079.1685,10.744617,38.680622,1062.4675,0.5010103,7090.9136,11.444689,11.745056,12.744617
740.15,7079.7056,10.774977,38.789917,1004.08563,0.4552802,7091.4863,11.467585,11.780715,12.774977
740.2,7080.245,10.796197,38.866306,1090.3433,0.5222761,7092.06,11.490688,11.815139,12.796197
740.25,7080.786,10.8174925,38.942974,1176.3453,0.58907187,7092.6353,11.513999,11.849387,12.8174925
