t,fv0_x_noise,fv0_v_noise,fv0_x,fv0_v,fv0_u,fv0_a,fv0_a_noise,lv_x,lv_v,d_fv0_lv,d*_fv0_lv,fv0_a_ref
6.0,-1.1492511,0.17843439,-1.0534163,0.19872679,21.887918,-0.25307608,-0.28497186,-1.0630731e-12,-4.038968e-28,1.0534163,2.198727,0.017046664
6.1,-1.0718396,0.16858593,-1.0347078,0.17406057,57.204445,-0.22551978,-0.19196017,-9.8952e-13,1.4710614e-12,1.0347078,2.1740606,0.04455175
6.2,-1.2396692,0.11035249,-1.0184022,0.15245107,80.33077,-0.20746405,-0.1718933,-7.506344e-13,3.30665e-12,1.0184022,2.152451,0.062562905
6.3,-1.2434162,0.14171183,-1.0041748,0.13270767,102.39669,-0.19023828,-0.18998922,-3.0996364e-13,5.5067656e-12,1.0041748,2.1327076,0.079748206
6.4,-0.8293024,0.110707,-0.9918075,0.11440781,126.30492,-0.17158088,-0.26286262,3.6894505e-13,8.071408e-12,0.9918075,2.1144078,0.09836832
6.5,-0.7099456,0.01385298,-0.9811936,0.09795782,146.04672,-0.1561723,-0.07043305,1.3225444e-12,1.1000578e-11,0.9811936,2.0979578,0.11374355
6.6,-0.98656344,0.25137872,-0.9721615,0.083089866,163.12303,-0.142843,-0.15347664,2.5250585e-12,1.3049702e-11,0.9721615,2.0830898,0.12704286
6.7,-0.76383364,-0.0792816,-0.96454024,0.06943382,180.28262,-0.1294514,0.0060124383,3.826254e-12,1.2974206e-11,0.96454024,2.069434,0.14040703
6.8,-0.8858912,0.12886685,-0.9582184,0.0570337,195.85757,-0.117296554,-0.08466977,5.0136687e-12,1.077409e-11,0.9582184,2.0570338,0.15253706
6.9,-1.082112,0.035755154,-0.9530879,0.045874916,208.92525,-0.107097,-0.117594756,5.874841e-12,6.449355e-12,0.9530879,2.0458748,0.16271436
7.0,-0.8767411,0.2257634,-0.9490202,0.03568021,221.53706,-0.09725446,-0.07486337,6.1973087e-12,3.2311743e-27,0.9490202,2.0356803,0.17253666
7.1,-0.63830984,0.060451377,-0.9459172,0.026364919,233.72147,-0.0877466,-0.18871087,5.76861e-12,-8.573975e-12,0.9459172,2.0263648,0.18202606
7.2,-0.95087016,-0.018004633,-0.9437049,0.01798592,244.03644,-0.07969658,-0.028389463,4.3762828e-12,-1.927257e-11,0.9437049,2.0179858,0.19005953
7.3,-0.6293655,-0.014365758,-0.94229424,0.010404962,253.24933,-0.072506495,0.055840563,1.8078652e-12,-3.2095784e-11,0.94229424,2.010405,0.19723468
