traj_id,t,fv0_x,fv0_v,fv0_v_noise,fv0_u,fv0_a_ref,fv0_a
3.0,3.5,10.320901,5.9010043,5.8753366,2579.3408,2.0088325,1.7167807
3.0,3.6,10.924003,6.0762258,6.102206,2586.6638,2.0145357,1.7214919
3.0,3.7,11.5449295,6.252384,6.1153226,2594.3757,2.020542,1.7264817
3.0,3.8,12.183716,6.42947,6.389317,2602.4763,2.0268507,1.7317495
3.0,3.9,12.840392,6.6074653,6.670367,2610.9658,2.0334625,1.7372954
3.0,4.0,13.514984,6.7863464,6.641021,2619.844,2.040377,1.743119
3.0,4.1,14.207514,6.9660807,6.8387027,2629.111,2.0475943,1.7492203
3.0,4.2,14.918,7.14663,7.2565246,2638.767,2.0551145,1.7555994
3.0,4.3,15.646458,7.3279467,7.3939667,2648.812,2.0629377,1.762256
3.0,4.4,16.392897,7.509979,7.6285954,2659.2456,2.0710635,1.7691905
3.0,4.5,17.157326,7.6926656,7.769962,2670.068,2.0794923,1.7764031
3.0,4.6,17.939745,7.8759384,7.800014,2681.2793,2.0882237,1.7838938
3.0,4.7,18.740154,8.059723,8.112017,2692.8794,2.097258,1.791663
3.0,4.8,19.55855,8.243937,8.174,2704.8684,2.1065953,1.7997111
3.0,4.9,20.39492,8.428491,8.562939,2717.246,2.1162353,1.8080387
3.0,5.0,21.249256,8.613287,8.789522,2730.0127,2.126178,1.8166463
3.0,5.1,22.121538,8.798224,8.718943,2741.6128,2.1352124,1.8243233
3.0,5.2,23.011745,8.98319,9.065726,2750.4912,2.142127,1.8298591
3.0,5.3,23.919855,9.168065,9.381412,2756.6477,2.1469219,1.8332548
3.0,5.4,24.845839,9.352725,9.559002,2760.0823,2.1495967,1.8345112
3.0,5.5,25.789661,9.537038,9.702491,2760.7952,2.150152,1.8336294
3.0,5.6,26.75129,9.720863,9.699988,2758.7861,2.1485872,1.8306108
3.0,5.7,27.730682,9.904055,10.120686,2754.0554,2.144903,1.8254565
3.0,5.8,28.727795,10.086456,10.1428585,2746.6028,2.1390986,1.8181683
3.0,5.9,29.742579,10.267909,10.290254,2736.4285,2.1311748,1.8087475
3.0,6.0,30.774982,10.448242,10.390505,2723.5322,2.121131,1.7971961
3.0,6.1,31.824951,10.627282,10.633828,2707.914,2.1089673,1.7835158
3.0,6.2,32.892426,10.804844,10.955578,2689.5742,2.0946841,1.7677088
3.0,6.3,33.97734,10.980738,11.0761,2668.5127,2.078281,1.749777
3.0,6.4,35.079628,11.154766,11.173229,2644.7292,2.059758,1.7297227
3.0,6.5,36.199215,11.326726,11.199933,2618.2239,2.0391152,1.7075486
3.0,6.6,37.336033,11.496404,11.506996,2588.9968,2.0163527,1.6832571
3.0,6.7,38.489994,11.663581,11.468701,2557.0479,1.9914703,1.6568509
3.0,6.8,39.661022,11.828032,11.855854,2522.3772,1.9644682,1.628333
3.0,6.9,40.849022,11.989522,11.804357,2484.9846,1.9353462,1.5977062
3.0,7.0,42.053913,12.147812,12.214069,2444.8704,1.9041046,1.5649738
3.0,7.1,43.27559,12.302653,12.269605,2402.0342,1.870743,1.5301392
3.0,7.2,44.51352,12.45325,12.523534,2356.476,1.8352618,1.493211
3.0,7.3,45.76651,12.598527,12.714741,2308.1963,1.7976607,1.4542009
3.0,7.4,47.033936,12.73848,12.723297,2257.1948,1.7579398,1.4131101
3.0,7.5,48.315205,12.873127,12.881098,2203.4714,1.7160991,1.3699402
3.0,7.6,49.60972,13.002491,13.0503845,2147.0261,1.6721387,1.324692
3.0,7.7,50.916897,13.126599,12.972875,2087.8591,1.6260585,1.2773666
3.0,7.8,52.23617,13.2454815,12.993366,2025.9702,1.5778584,1.2279651
3.0,7.9,53.56699,13.359171,13.311396,1961.3595,1.5275385,1.1764879
3.0,8.0,54.908794,13.467706,13.299304,1894.0271,1.475099,1.1229361
3.0,8.1,56.261047,13.571127,13.577886,1823.9728,1.4205395,1.0673101
3.0,8.2,57.623222,13.669479,13.658617,1751.1967,1.3638602,1.0096104
3.0,8.3,58.9948,13.762812,13.69487,1675.6987,1.3050613,0.94983745
3.0,8.4,60.37528,13.851175,13.954509,1598.5449,1.2449727,0.88882184
3.0,8.5,61.764153,13.934627,13.913397,1523.1995,1.1862924,0.82926166
3.0,8.6,63.160942,14.013226,13.836664,1449.9288,1.1292281,0.7713646
3.0,8.7,64.56516,14.087035,14.02886,1378.7332,1.0737797,0.71513087
3.0,8.8,65.97636,14.156122,14.009852,1309.6123,1.0199473,0.6605602
3.0,8.9,67.394066,14.220557,14.35555,1242.5662,0.9677307,0.6076525
3.0,9.0,68.81784,14.280414,14.341231,1177.595,0.9171301,0.5564075
3.0,9.1,70.247246,14.335771,14.210031,1114.6987,0.8681454,0.506825
3.0,9.2,71.68186,14.386709,14.227644,1053.8772,0.82077664,0.45890436
3.0,9.3,73.12127,14.433315,14.436925,995.1306,0.7750238,0.41264522
3.0,9.4,74.56506,14.4756775,14.360997,938.4588,0.73088694,0.36804697
3.0,9.5,76.01286,14.513887,14.599442,883.8619,0.68836594,0.3251089
3.0,9.6,77.46427,14.548042,14.591021,831.3398,0.6474609,0.28383026
3.0,9.7,78.918915,14.578242,14.407177,780.8926,0.60817176,0.24421021
3.0,9.8,80.376434,14.604591,14.645522,732.5202,0.5704986,0.20624784
3.0,9.9,81.83649,14.627195,14.6965,686.22266,0.53444135,0.16994214
3.0,10.0,83.29871,14.646167,14.617001,642.0,0.5,0.13529205
3.0,10.1,84.762794,14.661619,14.504198,599.8522,0.4671746,0.10229644
3.0,10.2,86.22841,14.673672,14.892407,559.77924,0.43596512,0.070954114
3.0,10.3,87.69524,14.6824465,14.667754,521.78107,0.40637156,0.04126379
3.0,10.4,89.16299,14.688069,14.806139,485.85782,0.37839395,0.01322413
3.0,10.5,90.631355,14.690668,14.795054,452.0094,0.35203224,-0.0131662525
3.0,10.6,92.10008,14.690378,14.724579,420.23584,0.32728648,-0.037908815
3.0,10.7,93.568886,14.687334,14.7499695,390.5371,0.30415663,-0.061005067
3.0,10.8,95.037506,14.681678,14.827428,362.91324,0.28264272,-0.082456574
3.0,10.9,96.50569,14.6735525,14.680379,337.36423,0.26274472,-0.10226495
3.0,11.0,97.97322,14.663107,14.779911,313.89008,0.24446267,-0.12043186
3.0,11.1,99.43984,14.650492,14.617743,292.49075,0.22779654,-0.13695902
3.0,11.2,100.90536,14.635861,14.625538,273.1663,0.21274634,-0.1518482
3.0,11.3,102.36955,14.619377,14.5870695,255.91669,0.19931206,-0.16510117
3.0,11.4,103.83222,14.601198,14.723055,240.74193,0.18749371,-0.17671978
3.0,11.5,105.29319,14.581493,14.42316,227.64203,0.1772913,-0.18670593
3.0,11.6,106.75228,14.5604315,14.563524,216.61697,0.16870481,-0.19506153
3.0,11.7,108.20932,14.538186,14.68228,207.57605,0.16166359,-0.20185918
3.0,11.8,109.664154,14.514935,14.576389,199.33997,0.1552492,-0.20801929
3.0,11.9,111.116646,14.490857,14.385779,191.54588,0.14917904,-0.2138265
3.0,12.0,112.56665,14.466139,14.569185,184.19377,0.14345309,-0.21928288
3.0,12.1,114.014046,14.4409685,14.294646,177.28366,0.13807139,-0.22439048
3.0,12.2,115.45872,14.415537,14.435153,170.81554,0.1330339,-0.2291514
3.0,12.3,116.900566,14.390039,14.427962,164.78938,0.12834065,-0.23356777
3.0,12.4,118.3395,14.364676,14.437408,159.20523,0.12399161,-0.2376418
3.0,12.5,119.77542,14.33965,14.397279,154.06306,0.1199868,-0.24137563
3.0,12.6,121.2083,14.315114,14.225466,149.36287,0.11632623,-0.2447709
3.0,12.7,122.63839,14.290474,14.2679405,145.10468,0.11300987,-0.24782123
3.0,12.8,124.06581,14.265546,14.276569,141.28847,0.110037744,-0.25052458
3.0,12.9,125.49058,14.240369,14.232588,137.91425,0.10740984,-0.2528814
3.0,13.0,126.912704,14.214985,14.177357,134.98201,0.10512617,-0.25489217
3.0,13.1,128.3322,14.189431,14.246825,132.49176,0.10318673,-0.25655732
3.0,13.2,129.7491,14.163748,14.184253,130.4435,0.101591505,-0.25787723
3.0,13.3,131.1634,14.13797,14.086788,128.83722,0.10034051,-0.2588523
3.0,13.4,132.57513,14.112133,14.165172,127.67292,0.09943374,-0.25948295
3.0,13.5,133.98431,14.086272,14.033165,126.950615,0.098871194,-0.25976953
3.0,13.6,135.39096,14.060419,14.127724,126.670296,0.098652884,-0.25971237
3.0,13.7,136.79509,14.034606,13.988209,126.83197,0.09877879,-0.25931183
3.0,13.8,138.19672,14.008864,13.992775,127.43562,0.09924893,-0.2585682
3.0,13.9,139.59587,13.983222,13.973572,128.48126,0.100063294,-0.25748184
3.0,14.0,140.99257,13.957707,13.979356,129.9689,0.10122188,-0.256053
3.0,14.1,142.38683,13.932348,13.9368105,131.89851,0.10272469,-0.25428197
3.0,14.2,143.77867,13.907168,13.778723,134.27011,0.10457174,-0.252169
3.0,14.3,145.16812,13.8821945,13.952163,137.08371,0.106763005,-0.2497144
3.0,14.4,146.5552,13.85745,13.829433,140.33928,0.109298505,-0.24691835
3.0,14.5,147.93996,13.832953,13.9341955,144.03683,0.11217822,-0.24378106
3.0,14.6,149.32237,13.808729,13.851061,148.17639,0.11540217,-0.24030277
3.0,14.7,150.7025,13.784795,13.842965,152.75792,0.11897035,-0.23648366
3.0,14.8,152.08035,13.76117,13.6584,157.78145,0.122882746,-0.2323239
3.0,14.9,153.45595,13.737871,13.685517,163.24695,0.12713937,-0.22782367
3.0,15.0,154.82933,13.714914,13.576266,169.15445,0.13174023,-0.22298314
3.0,15.1,156.20052,13.692314,13.633467,175.23076,0.13647255,-0.21801516
3.0,15.2,157.56953,13.670084,13.653057,181.20268,0.14112358,-0.21313263
3.0,15.3,158.9364,13.648237,13.607618,187.07025,0.14569333,-0.20833568
3.0,15.4,160.30116,13.626783,13.611686,192.83344,0.1501818,-0.2036244
3.0,15.5,161.66385,13.605733,13.524893,198.49226,0.15458898,-0.19899885
3.0,15.6,163.02446,13.585095,13.483663,204.0467,0.15891488,-0.19445914
3.0,15.7,164.38304,13.564877,13.588463,209.4968,0.16315949,-0.19000532
3.0,15.8,165.73964,13.545084,13.625242,214.8425,0.16732281,-0.18563743
3.0,15.9,167.09427,13.525722,13.466679,220.08385,0.17140485,-0.1813555
3.0,16.0,168.44695,13.506794,13.648471,225.22081,0.17540562,-0.17715959
3.0,16.1,169.79773,13.488303,13.395781,230.25342,0.17932509,-0.17304967
3.0,16.2,171.14664,13.470251,13.419873,235.18164,0.18316327,-0.16902575
3.0,16.3,172.4937,13.452638,13.426457,240.00551,0.18692017,-0.16508783
3.0,16.4,173.83896,13.435462,13.528803,244.72499,0.19059579,-0.16123587
3.0,16.5,175.18243,13.41872,13.328708,249.34012,0.19419011,-0.15746984
3.0,16.6,176.52417,13.4024105,13.392338,253.85086,0.19770317,-0.15378968
3.0,16.7,177.8642,13.386528,13.32684,258.25723,0.20113492,-0.15019535
3.0,16.8,179.20256,13.371066,13.571855,262.55927,0.2044854,-0.14668675
3.0,16.9,180.53928,13.356018,13.475607,266.7569,0.2077546,-0.14326382
3.0,17.0,181.87439,13.341376,13.387344,270.85016,0.21094249,-0.13992645
3.0,17.1,183.20795,13.327129,13.406528,274.83905,0.21404912,-0.13667452
3.0,17.2,184.53996,13.313267,13.1954,278.7236,0.21707445,-0.13350794
3.0,17.3,185.8705,13.299778,13.222839,282.50375,0.2200185,-0.13042654
3.0,17.4,187.19957,13.286649,13.2941885,286.17953,0.22288126,-0.1274302
3.0,17.5,188.52724,13.273864,13.196457,289.75098,0.22566274,-0.12451877
3.0,17.6,189.85352,13.26141,13.2133255,293.21802,0.22836293,-0.121692054
3.0,17.7,191.17847,13.249268,13.225787,296.5807,0.23098184,-0.118949905
3.0,17.8,192.50212,13.237419,13.0415945,299.839,0.23351946,-0.11629211
3.0,17.9,193.82451,13.225847,13.276616,302.99295,0.23597582,-0.11371848
3.0,18.0,195.14569,13.214529,13.143228,306.0425,0.23835087,-0.111228794
3.0,18.1,196.46568,13.2034445,13.335677,308.9877,0.24064463,-0.10882282
3.0,18.2,197.78456,13.192569,13.19119,311.82855,0.24285711,-0.10650034
3.0,18.3,199.10234,13.181879,13.110625,314.565,0.24498832,-0.10426109
3.0,18.4,200.41907,13.1713505,13.374483,317.0558,0.24692817,-0.10221487
3.0,18.5,201.73479,13.160954,13.239688,318.84164,0.24831903,-0.10071907
3.0,18.6,203.04956,13.150665,13.007336,319.88727,0.24913338,-0.099800915
3.0,18.7,204.3634,13.140451,13.123011,320.19263,0.2493712,-0.09946012
3.0,18.8,205.67639,13.130285,13.074639,319.75775,0.24903251,-0.099696375
3.0,18.9,206.98854,13.120133,13.12263,318.5826,0.24811731,-0.10050935
3.0,19.0,208.29991,13.109964,13.086909,316.66727,0.24662559,-0.10189874
3.0,19.1,209.61098,13.099993,13.178738,314.01163,0.24455735,-0.10386668
3.0,19.2,210.922,13.090329,13.008332,310.61578,0.2419126,-0.10641431
3.0,19.3,212.23277,13.080802,12.90153,306.47968,0.23869133,-0.109539874
3.0,19.4,213.54308,13.071247,13.063101,301.6033,0.23489355,-0.113241725
3.0,19.5,214.8527,13.061509,13.01293,295.98672,0.23051925,-0.11751833
3.0,19.6,216.16145,13.051446,13.049628,289.62988,0.22556843,-0.12236823
3.0,19.7,217.46913,13.040921,13.034829,282.53278,0.2200411,-0.1277901
3.0,19.8,218.77556,13.02981,12.979029,274.69543,0.21393725,-0.13378267
3.0,19.9,220.08055,13.017997,12.896094,266.11786,0.2072569,-0.14034481
3.0,20.0,221.38394,13.005377,13.002026,256.80002,0.20000002,-0.1474755
3.0,20.1,222.68556,12.991853,13.005771,246.74194,0.19216663,-0.15517376
3.0,20.2,223.98528,12.977339,12.989098,235.94362,0.18375671,-0.1634388
3.0,20.3,225.28291,12.961759,12.879938,224.40504,0.17477028,-0.17226982
3.0,20.4,226.57835,12.9450445,12.886268,212.12624,0.16520734,-0.18166623
3.0,20.5,227.87146,12.927138,12.877576,199.10716,0.15506789,-0.19162747
3.0,20.6,229.16211,12.907993,12.804248,185.34785,0.14435191,-0.20215312
3.0,20.7,230.45018,12.88757,13.149046,170.8483,0.13305943,-0.21324281
3.0,20.8,231.73558,12.865843,12.799668,155.6085,0.12119042,-0.22489636
3.0,20.9,233.01817,12.84279,12.684426,139.62845,0.108744904,-0.2371136
3.0,21.0,234.29791,12.818402,12.805417,122.90816,0.09572287,-0.2498945
3.0,21.1,235.57468,12.792682,12.69396,105.44762,0.082124315,-0.26323915
3.0,21.2,236.8484,12.765638,12.901216,87.24683,0.06794925,-0.27714765
3.0,21.3,238.11902,12.73729,12.809249,68.3058,0.053197663,-0.29162034
3.0,21.4,239.38646,12.707669,12.691643,48.624523,0.037869565,-0.30665752
3.0,21.5,240.65068,12.676813,12.763927,28.203,0.021964952,-0.32225966
3.0,21.6,241.91162,12.64477,12.828706,7.0412273,0.005483822,-0.33842734
3.0,21.7,243.16924,12.611599,12.520339,-14.669842,-0.0114251105,-0.35501242
3.0,21.8,244.42351,12.577369,12.485101,-34.447838,-0.026828533,-0.37008238
3.0,21.9,245.67441,12.542156,12.640659,-51.528946,-0.040131576,-0.38304314
3.0,22.0,246.92192,12.506049,12.420396,-65.91316,-0.05133424,-0.39389563
3.0,22.1,248.16605,12.469144,12.267832,-77.600494,-0.060436524,-0.40264082
3.0,22.2,249.40675,12.431548,12.541653,-86.59094,-0.06743843,-0.40927982
3.0,22.3,250.64407,12.393377,12.3581915,-92.8845,-0.07233995,-0.41381377
3.0,22.4,251.87802,12.354758,12.406906,-96.48117,-0.075141095,-0.41624397
3.0,22.5,253.1086,12.315825,12.386359,-97.38095,-0.07584186,-0.41657168
3.0,22.6,254.33585,12.276726,12.438417,-95.58384,-0.074442245,-0.41479835
3.0,22.7,255.5598,12.237614,12.191955,-91.08984,-0.070942245,-0.41092548
3.0,22.8,256.78052,12.198652,12.107325,-83.898964,-0.06534187,-0.4049546
3.0,22.9,257.99802,12.160018,12.235132,-74.01119,-0.057641115,-0.3968874
3.0,23.0,259.21237,12.121894,12.168052,-61.426533,-0.047839977,-0.38672554
3.0,23.1,260.42368,12.084474,12.182118,-46.144985,-0.035938464,-0.37447083
3.0,23.2,261.632,12.04796,12.007343,-28.166552,-0.021936566,-0.36012515
3.0,23.3,262.83737,12.012567,12.004239,-7.4912286,-0.00583429,-0.3436904
3.0,23.4,264.03992,11.978517,11.817333,15.880982,0.012368366,-0.32516864
3.0,23.5,265.23975,11.94604,12.011753,41.95008,0.032671403,-0.3045619
3.0,23.6,266.43695,11.9153805,11.924214,70.716064,0.05507482,-0.28187236
3.0,23.7,267.63165,11.886789,11.905945,102.17894,0.079578616,-0.25710228
3.0,23.8,268.82397,11.860528,11.861013,136.3387,0.10618279,-0.23025398
3.0,23.9,270.014,11.836866,11.840792,173.19536,0.13488735,-0.20132981
3.0,24.0,271.20193,11.816086,11.712076,212.74889,0.16569228,-0.1703323
3.0,24.1,272.38788,11.798476,11.757803,254.99931,0.1985976,-0.137264
3.0,24.2,273.572,11.784338,11.667479,299.94662,0.2336033,-0.102127574
3.0,24.3,274.75443,11.773979,11.745038,347.59082,0.27070937,-0.064925805
3.0,24.4,275.93536,11.76772,11.809704,397.93192,0.30991584,-0.025661556
3.0,24.5,277.11496,11.76589,11.876186,450.9699,0.35122266,0.015662178
3.0,24.6,278.2934,11.768826,11.630234,506.70477,0.39462987,0.059042294
3.0,24.7,279.47098,11.776997,11.862506,565.13654,0.44013748,0.10447443
3.0,24.8,280.6493,11.7918005,11.767224,626.26514,0.48774546,0.1519456
3.0,24.9,281.82935,11.812819,11.775608,690.0907,0.53745383,0.20145948
3.0,25.0,283.01175,11.839122,11.775248,756.6131,0.58926255,0.25302446
3.0,25.1,284.19702,11.869775,11.903267,817.6879,0.6368286,0.3003059
3.0,25.2,285.38556,11.903834,11.727958,865.1706,0.6738089,0.33696926
3.0,25.3,286.5777,11.940352,11.993581,899.0611,0.70020336,0.3630232
3.0,25.4,287.77362,11.978374,11.880389,919.35956,0.7160121,0.37847644
3.0,25.5,288.97342,12.016935,11.903973,926.06586,0.7212351,0.38333797
3.0,25.6,290.17712,12.055071,11.925256,919.18,0.7158723,0.37761682
3.0,25.7,291.38464,12.091806,12.063844,898.7021,0.69992375,0.36132222
3.0,25.8,292.59576,12.126161,12.006875,864.632,0.6733894,0.3344635
3.0,25.9,293.8102,12.157146,12.226138,816.9698,0.63626933,0.29705024
3.0,26.0,295.02756,12.18377,12.2835045,755.71545,0.58856344,0.24909198
3.0,26.1,296.24728,12.205033,12.260189,680.869,0.5302718,0.19059846
3.0,26.2,297.46887,12.219929,12.211216,592.4304,0.46139443,0.121579476
3.0,26.3,298.69153,12.227445,12.168114,490.39975,0.38193128,0.04204482
3.0,26.4,299.91452,12.226561,12.2150755,374.77692,0.29188234,-0.04799571
3.0,26.5,301.13687,12.216253,12.172561,245.56197,0.19124764,-0.14853236
3.0,26.6,302.35767,12.195491,12.248379,102.75489,0.08002717,-0.25955555
3.0,26.7,303.57574,12.163234,12.066228,-53.64431,-0.04177906,-0.3810558
3.0,26.8,304.7899,12.11844,12.279325,-223.63564,-0.17417106,-0.513024
3.0,26.9,305.99884,12.060056,12.14295,-407.2191,-0.31714883,-0.6554512
3.0,27.0,307.20117,11.987027,11.993307,-604.39465,-0.47071236,-0.80832905
3.0,27.1,308.39536,11.898289,11.925726,-815.16235,-0.63486165,-0.9716496
3.0,27.2,309.57977,11.792771,11.771649,-1039.5222,-0.8095967,-1.1454055
3.0,27.3,310.75278,11.669398,11.811238,-1277.4741,-0.9949176,-1.3295903
3.0,27.4,311.91248,11.527088,11.600386,-1529.0182,-1.1908242,-1.524198
3.0,27.5,313.05704,11.364751,11.524627,-1794.1544,-1.3973166,-1.7292242
3.0,27.6,314.1844,11.181292,11.349201,-2072.8828,-1.6143947,-1.9446648
3.0,27.7,315.29324,10.978015,11.039855,-2365.2031,-1.8420585,-2.1705387
3.0,27.8,316.3849,10.763581,10.707778,-2671.1157,-2.0803082,-2.4069276
3.0,27.9,317.45593,10.533112,10.607639,-2990.6204,-2.3291438,-2.653795
3.0,28.0,318.50235,10.280549,10.32754,-3323.7173,-2.5885649,-2.911097
3.0,28.1,319.5203,10.000568,10.036646,-3670.4062,-2.8585718,-3.1788008
3.0,28.2,320.50586,9.688582,9.669706,-4030.6873,-3.1391647,-3.4568844
3.0,28.3,321.45532,9.340736,9.37275,-4404.5605,-3.4303432,-3.745336
3.0,28.4,322.36496,8.95391,9.267245,-4792.026,-3.7321074,-4.0441556
3.0,28.5,323.2311,8.52572,8.441067,-5193.0835,-4.0444574,-4.353354
3.0,28.6,324.0502,8.054515,8.121688,-5607.733,-4.367393,-4.672952
3.0,28.7,324.81876,7.539379,7.600036,-6035.9746,-4.700915,-5.002982
3.0,28.8,325.5333,6.9801326,7.035378,-6477.8086,-5.045022,-5.3434844
3.0,28.9,326.19046,6.377329,6.3478475,-6933.2344,-5.3997154,-5.694508
3.0,29.0,326.78696,5.7322564,5.82572,-7402.2524,-5.764994,-6.0561085
3.0,29.1,327.31952,5.046939,4.928591,-7884.863,-6.1408587,-6.428347
3.0,29.2,327.78497,4.3241334,4.2675476,-8381.064,-6.527309,-6.8112874
3.0,29.3,328.18024,3.5673332,3.5915372,-8890.859,-6.9243455,-7.2049947
3.0,29.4,328.50226,2.780765,2.9698527,-9414.246,-7.3319674,-7.6095314
3.0,29.5,328.74808,1.9693907,1.9970952,-9951.225,-7.750175,-8.024957
3.0,29.6,328.91476,1.1389073,1.0891651,-10501.796,-8.178968,-8.4513235
3.0,29.7,328.99948,0.29574564,0.41328764,-11065.958,-8.618348,-8.888676
3.0,29.8,328.99945,-0.5529282,-0.6673928,-11643.714,-9.068313,-9.337043
3.0,29.9,328.912,-1.3992137,-1.4200438,-12235.061,-9.528864,-9.796444
3.0,30.0,328.73444,-2.2344756,-2.0808148,-12840.0,-10.0,-10.26688
