t,fv0_x,fv0_v,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
11.3,-1.7220602,0.053068142,0.15442437,-0.11540133,0.4849236,-0.031422425,2.2069838,2.0530682
11.4,-1.7171452,0.043389767,0.22520654,-0.044599887,0.3507395,-0.012636956,2.0678847,2.0433898
11.5,-1.7118231,0.033236522,0.31087476,0.041088495,0.37413746,0.0028956332,2.0859606,2.0332365
11.6,-1.7097486,0.04343147,0.18307047,-0.08673604,0.35629562,-0.031575453,2.0660443,2.0434315
11.7,-1.7056246,0.037325192,0.23555405,-0.034240313,0.2988648,-0.0041920687,2.0044894,2.0373251
11.8,-1.7015805,0.033422288,0.26217914,-0.007607496,0.4139644,0.0010931377,2.115545,2.0334222
11.9,-1.6991433,0.038275883,0.19515184,-0.074644424,0.39416215,-0.015948502,2.0933053,2.038276
12.0,-1.6964461,0.03899506,0.17494628,-0.094851404,0.39603773,-0.011757126,2.0924838,2.038995
12.1,-1.6926156,0.031240078,0.2469695,-0.02281281,0.31107646,0.005806116,2.0036922,2.03124
12.2,-1.6912585,0.038245935,0.15891609,-0.110880114,0.42684495,-0.02067393,2.1181035,2.038246
12.3,-1.6873881,0.028397676,0.25288895,-0.016887737,0.2868325,0.0094002485,1.9742206,2.0283976
12.4,-1.68598,0.03391325,0.1789518,-0.0908358,0.3865088,-0.0154913375,2.0724888,2.0339131
12.5,-1.6811875,0.018739006,0.32617885,0.056421254,0.46691132,0.023293491,2.148099,2.018739
12.6,-1.6756178,0.0020092463,0.48539817,0.2156735,0.30803826,0.048250727,1.983656,2.0020092
12.7,-1.6758841,0.021729132,0.250462,-0.019301517,0.32937586,-0.016195728,2.00526,2.0217292
12.8,-1.6733296,0.01810157,0.27443004,0.004673687,0.3627549,0.011296282,2.0360844,2.0181015
12.9,-1.6726083,0.02244446,0.2161746,-0.05359031,0.33264276,-0.014262516,2.005251,2.0224445
13.0,-1.6691463,0.0111589525,0.32538086,0.055638198,0.280297,0.020819083,1.9494433,2.011159
13.1,-1.6698335,0.02441144,0.17093274,-0.098836064,0.36124808,-0.02551001,2.0310817,2.0244114
13.2,-1.6672829,0.015084093,0.26353052,-0.006219858,0.3046774,0.009269535,1.9719603,2.015084
13.3,-1.6669316,0.020550104,0.19521709,-0.07454408,0.38143447,-0.017871859,2.048366,2.02055
13.4,-1.6657674,0.020014301,0.1931574,-0.07660271,0.31174234,-0.004554169,1.9775097,2.0200143
13.5,-1.6649026,0.01967829,0.19116215,-0.0785973,0.43517205,-0.0209699,2.1000745,2.0196784
13.6,-1.6621145,0.009529244,0.29303274,0.023293292,0.3184824,0.01619065,1.9805969,2.0095294
13.7,-1.662364,0.017415062,0.2009001,-0.0688549,0.34152043,-0.01691451,2.0038846,2.017415
13.8,-1.6601833,0.0094864825,0.28051952,0.010780154,0.39828536,0.010934262,2.0584686,2.0094864
13.9,-1.6596404,0.012226071,0.2442516,-0.025493164,0.29605868,-0.0069286837,1.9556991,2.012226
14.0,-1.6587241,0.010373804,0.26015896,-0.009582153,0.36897257,-0.0022894475,2.0276966,2.0103738
14.1,-1.6576957,0.008920529,0.27049214,0.0007538911,0.42295846,0.0029902633,2.0806541,2.0089204
14.2,-1.6579933,0.015420101,0.1951376,-0.07461345,0.27723187,-0.015177781,1.9352252,2.0154202
14.3,-1.6564957,0.010135193,0.24784398,-0.021896653,0.36684418,0.0042780438,2.0233397,2.0101352
14.4,-1.6533682,-0.0036608144,0.39068392,0.12097038,0.37061372,0.030677805,2.0239818,1.9963392
14.5,-1.6544793,0.009144925,0.2455914,-0.024147293,0.39671728,-0.015501949,2.0511966,2.009145
14.6,-1.6519194,-0.0025492122,0.36722195,0.097506225,0.2957838,0.023480188,1.9477031,1.9974508
14.7,-1.6495683,-0.008425555,0.42086402,0.15115981,0.2916122,0.029991962,1.9411806,1.9915744
14.8,-1.6511184,0.0077390564,0.23871998,-0.031015947,0.38373452,-0.01630508,2.034853,2.007739
14.9,-1.6526842,0.018262636,0.12401366,-0.145743,0.37248796,-0.029093076,2.0251722,2.0182626
15.0,-1.6510415,0.0077400715,0.23809043,-0.031645507,0.37016377,0.006039218,2.0212052,2.00774
15.1,-1.6510234,0.0098338155,0.21293671,-0.056803327,0.37496126,-0.010954181,2.0259848,2.0098338
15.2,-1.6475035,-0.009652652,0.42088443,0.15118259,0.3236368,0.03736199,1.9711404,1.9903474
15.3,-1.6478647,-0.0006834957,0.31633127,0.046611875,0.3692496,0.0006840203,2.0171144,1.9993165
15.4,-1.64895,0.008691305,0.21200955,-0.057728246,0.37228933,-0.01605619,2.0212393,2.0086913
15.5,-1.6498991,0.014820569,0.1454839,-0.124265976,0.321917,-0.022953475,1.9718162,2.0148206
15.6,-1.6472384,-0.0018777696,0.32620335,0.056486305,0.4509224,0.021790553,2.0981607,1.9981222
15.7,-1.6478881,0.0052830135,0.24527766,-0.02445344,0.3813247,-0.011428828,2.0292127,2.005283
15.8,-1.6473761,0.0027006068,0.27252755,0.002801523,0.29806745,0.0008734843,1.9454435,2.0027006
15.9,-1.6457126,-0.005734344,0.36158183,0.09187234,0.3904601,0.019114679,2.0361729,1.9942657
16.0,-1.6465807,0.0038357922,0.25342268,-0.016305564,0.30889827,-0.009685167,1.955479,2.0038357
16.1,-1.6463271,0.0031285407,0.26009524,-0.009631622,0.39698663,-0.00091754197,2.0433137,2.0031285
16.2,-1.6460642,0.0027273623,0.26304805,-0.006678026,0.4155623,-0.00032963976,2.0616264,2.0027273
16.3,-1.6448356,-0.003409104,0.32770514,0.0579911,0.31659862,0.013668572,1.9614342,1.9965909
16.4,-1.6441073,-0.0042115906,0.3321882,0.06247573,0.40580174,0.01181698,2.049909,1.9957885
16.5,-1.6446424,0.00091536075,0.27473047,0.005007954,0.37827218,-0.0044005094,2.0229144,2.0009153
16.6,-1.644445,0.00056879886,0.2774849,0.0077630505,0.3987363,0.0012742764,2.0431812,2.0005689
16.7,-1.644821,0.004193493,0.23684655,-0.0328824,0.45247304,-0.0074346964,2.097294,2.0041935
16.8,-1.6462908,0.013209147,0.1395047,-0.13024199,0.34536406,-0.029551717,1.9916549,2.013209
16.9,-1.6450244,0.0025944891,0.25735492,-0.012370906,0.3199467,0.0051522534,1.9649711,2.0025945
17.0,-1.6419052,-0.0132855605,0.42508334,0.15538861,0.3131578,0.037843835,1.955063,1.9867145
17.1,-1.6439636,0.0036548686,0.23726979,-0.032458108,0.316843,-0.01767456,1.9608066,2.003655
17.2,-1.6449108,0.0077801226,0.19465281,-0.0750832,0.3537784,-0.015460892,1.9986893,2.00778
17.3,-1.6456599,0.010688589,0.16517298,-0.10456875,0.37469104,-0.017414914,2.020351,2.0106885
17.4,-1.6439052,-0.0019584154,0.30386817,0.034151286,0.37146795,0.014491475,2.0153732,1.9980416
17.5,-1.6433011,-0.003479875,0.31780177,0.04808788,0.39899254,0.008969404,2.0422935,1.9965202
17.6,-1.643695,0.0005758133,0.27214408,0.0024222082,0.35828346,-0.0031709785,2.0019784,2.0005758
17.7,-1.6448686,0.007856333,0.19344555,-0.076290615,0.43031004,-0.018360535,2.0751786,2.0078564
17.8,-1.6442618,0.0020532226,0.25847545,-0.011249307,0.34440047,0.0018474427,1.9886624,2.0020533
17.9,-1.6462967,0.014548004,0.12355405,-0.14619528,0.49364176,-0.031292483,2.1399386,2.014548
18.0,-1.645223,0.004044206,0.24143498,-0.028293693,0.38891667,0.0028685313,2.0341396,2.0040443
18.1,-1.6437254,-0.005438234,0.34415284,0.07444278,0.31477544,0.01743052,1.9585009,1.9945618
18.2,-1.6458718,0.0100790765,0.17392929,-0.09581125,0.30408868,-0.025023928,1.9499604,2.0100791
18.3,-1.647328,0.01751717,0.09531955,-0.17443563,0.38175693,-0.030650297,2.029085,2.017517
18.4,-1.6438667,-0.0065388842,0.35828242,0.08857451,0.3464602,0.03158883,1.9903269,1.9934611
18.5,-1.6450827,0.0043029934,0.23736277,-0.032366406,0.39333338,-0.012235128,2.0384161,2.004303
18.6,-1.6431973,-0.0057564364,0.34425607,0.07454662,0.38129523,0.02271901,2.0244925,1.9942436
18.7,-1.6437184,0.0004802645,0.27344957,0.0037278954,0.3539919,-0.0030799122,1.9977102,2.0004802
18.8,-1.6439188,0.0019498871,0.25730765,-0.012416894,0.31529367,-0.003239068,1.9592124,2.0019498
18.9,-1.6431787,-0.0030541937,0.31186673,0.042151984,0.281891,0.008768269,1.9250697,1.9969459
19.0,-1.6447389,0.0057982253,0.2171054,-0.052626707,0.3353076,-0.017679976,1.9800465,2.0057983
19.1,-1.6442653,0.0019305844,0.25996336,-0.00976114,0.4004533,0.0026499275,2.0447185,2.0019305
19.2,-1.6447978,0.006174818,0.21302108,-0.056711763,0.36833805,-0.0076298197,2.013136,2.0061748
19.3,-1.6462004,0.012148597,0.15151757,-0.11822703,0.2953464,-0.026409917,1.9415468,2.0121486
19.4,-1.6449647,0.0030454635,0.25154784,-0.018178873,0.3662924,0.0067495755,2.011257,2.0030456
19.5,-1.6451598,0.0036592986,0.24558537,-0.02414255,0.3768992,-0.0052662403,2.022059,2.0036592
19.6,-1.6456046,0.006879684,0.21025051,-0.059483733,0.31344044,-0.0031405925,1.959045,2.0068796
19.7,-1.6467539,0.01282593,0.14730056,-0.12244538,0.36531958,-0.024203312,2.0120735,2.012826
19.8,-1.6435395,-0.008595558,0.38054913,0.11084524,0.36054376,0.03182793,2.0040834,1.9914044
19.9,-1.6426715,-0.009466121,0.38486457,0.11516237,0.30048478,0.01753424,1.9431562,1.9905338
20.0,-1.6418941,-0.010243366,0.38870084,0.11900019,0.37552267,0.019283118,2.0174167,1.9897566
20.1,-1.6431758,0.0015425927,0.2569685,-0.012755247,0.38567254,-0.0061088344,2.0288484,2.0015426
20.2,-1.6457088,0.016120953,0.100647755,-0.16910468,0.41178587,-0.034583524,2.0574946,2.016121
20.3,-1.6419641,-0.00974712,0.38326818,0.11356654,0.41032344,0.03905857,2.0522876,1.9902529
20.4,-1.6426433,-0.0010940689,0.28472042,0.015001839,0.28874987,-0.0012216264,1.9313931,1.9989059
20.5,-1.6437058,0.0058901994,0.20877655,-0.06095575,0.31074214,-0.014975555,1.954448,2.0058901
20.6,-1.6426749,-0.0021141092,0.2971216,0.027405044,0.3833852,0.008336553,2.02606,1.997886
20.7,-1.6412736,-0.008950958,0.3689318,0.09922862,0.3833228,0.023342934,2.0245965,1.991049
20.8,-1.6418221,-0.0030956534,0.30286926,0.033154603,0.38338593,-0.00046058092,2.025208,1.9969044
20.9,-1.6400955,-0.012016861,0.3972831,0.12758592,0.55027014,0.025571762,2.1903656,1.9879831
21.0,-1.6393462,-0.010867936,0.37831914,0.10861969,0.3861781,0.021659998,2.0255244,1.989132
21.1,-1.6416494,0.0050653783,0.20422833,-0.06550234,0.41441184,-0.021527966,2.0560613,2.0050654
21.2,-1.6423708,0.005224946,0.20736974,-0.062361244,0.4053336,-0.013476571,2.0477045,2.005225
21.3,-1.6406788,-0.0068378565,0.33953023,0.06982291,0.39020297,0.019149464,2.0308816,1.9931622
21.4,-1.6450924,0.018574143,0.06703742,-0.20271985,0.3418698,-0.05425413,1.9869622,2.0185742
21.5,-1.6445336,0.009622397,0.16999526,-0.09974437,0.39558148,-0.0029916714,2.040115,2.0096223
21.6,-1.6461513,0.014789628,0.11961955,-0.15013026,0.31899148,-0.028619658,1.9651428,2.0147896
21.7,-1.6459409,0.009163854,0.1853109,-0.084427826,0.34579152,-0.009534093,1.9917325,2.0091639
