t,fv0_x,fv0_v,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
14.4,-2.0020187,0.007439746,0.1950431,-0.074692234,0.012994631,-0.024144748,2.0150135,2.0074399
14.5,-1.9990648,-0.010769986,0.39189747,0.12219782,0.039092906,0.03271191,2.0381577,1.98923
14.6,-1.9982936,-0.010481283,0.38307425,0.11337405,-0.061844174,0.018052673,1.9364495,1.9895188
14.7,-1.9990449,-0.0033468055,0.30313092,0.033416748,-0.06601773,-0.0013954017,1.9330271,1.9966532
14.8,-1.999442,0.0005633043,0.25920433,-0.01051752,0.026103755,-0.0029602437,2.0255458,2.0005634
14.9,-1.9987357,-0.0036584653,0.3046644,0.03495086,0.0148570575,0.009620813,2.0135927,1.9963416
15.0,-1.9970132,-0.012263469,0.3953414,0.12564468,0.012532895,0.030417025,2.009546,1.9877366
15.1,-1.9976776,-0.006017184,0.325329,0.055620063,0.017330091,0.0020207362,2.0150077,1.9939828
15.2,-1.9978685,-0.0037721512,0.29976752,0.030054204,-0.03399541,0.0028549526,1.963873,1.9962279
15.3,-1.9980389,-0.0036266763,0.29911417,0.029400554,0.011615092,0.00031962714,2.009654,1.9963733
15.4,-1.9955686,-0.016103609,0.4307003,0.16101108,0.014650761,0.035577834,2.0102193,1.9838964
15.5,-1.9971101,-0.004916854,0.3077218,0.0380107,-0.035727836,-0.0074630463,1.9613823,1.9950831
15.6,-1.9974598,-0.0029799684,0.28689212,0.017177239,0.093269125,-0.0006914411,2.090729,1.99702
15.7,-1.9955605,-0.014785506,0.4145223,0.14483051,0.023661949,0.02916801,2.0192225,1.9852145
15.8,-1.9962107,-0.007295349,0.32963875,0.059932303,-0.05960409,0.0028565903,1.9366066,1.9927046
15.9,-1.9950624,-0.011624794,0.37342343,0.10372546,0.03278208,0.02269112,2.0278444,1.9883752
16.0,-1.9971712,0.0026951178,0.21739435,-0.052331664,-0.048782185,-0.018225601,1.948389,2.002695
16.1,-1.9972813,0.0029871801,0.21502966,-0.05469693,0.039309457,-0.004039301,2.0365908,2.0029871
16.2,-1.9950312,-0.013510438,0.3967911,0.1270968,0.057895813,0.029838271,2.052927,1.9864895
16.3,-1.9969637,-0.00089961715,0.26034433,-0.009374647,-0.041048147,-0.013277673,1.9559156,1.9991003
16.4,-1.997333,-0.000688466,0.2611965,-0.008522894,0.04818549,-0.0026608377,2.0455184,1.9993116
16.5,-1.9970577,-0.0031825684,0.29001296,0.020298468,0.020698868,0.0056313607,2.0177565,1.9968175
16.6,-1.9987704,0.0057003205,0.1967527,-0.07297922,0.04121723,-0.019192735,2.0399876,2.0057003
16.7,-1.9991006,0.0044325683,0.2146003,-0.055129137,0.09501274,-0.0076892613,2.0941133,2.0044327
16.8,-1.9986665,0.00056903437,0.25758803,-0.012133812,-0.012042601,0.0027401436,1.9866239,2.000569
16.9,-1.998535,-0.0017755397,0.2839739,0.014256668,-0.037421044,0.0012253976,1.9611139,1.9982245
17.0,-1.9967355,-0.012895184,0.40283388,0.13313839,-0.04419537,0.02560704,1.9525402,1.9871048
17.1,-1.9952797,-0.018243639,0.45445824,0.18477318,-0.040529557,0.030441266,1.9547502,1.9817563
17.2,-1.9977138,-0.00020908545,0.25328878,-0.01643153,-0.003657115,-0.017993571,1.9940567,1.9997909
17.3,-1.9976193,-0.0014469296,0.26372862,-0.0059892843,0.017139377,0.0007733869,2.0147586,1.998553
17.4,-1.9969128,-0.0075809713,0.3274429,0.05773703,0.013737308,0.011356756,2.0106502,1.992419
17.5,-1.9954965,-0.015961343,0.41202742,0.14233792,0.04101049,0.027426397,2.0365071,1.9840387
17.6,-1.9955188,-0.013206787,0.3743964,0.104701534,-1.564541e-05,0.010928957,1.9955032,1.9867932
17.7,-1.995935,-0.009377772,0.32928005,0.059577677,0.07166787,0.002397325,2.0676029,1.9906223
17.8,-1.9956052,-0.010586167,0.34207737,0.07237737,-0.01455476,0.010490018,1.9810504,1.9894139
17.9,-1.9954569,-0.010889169,0.34870473,0.079005316,0.13445947,0.011774858,2.1299164,1.9891108
18.0,-1.9976416,0.0022329893,0.21510701,-0.0546181,0.029649356,-0.018554285,2.0272908,2.002233
18.1,-1.9972385,-0.0022824984,0.27817732,0.008461054,-0.044378854,0.0061166985,1.9528596,1.9977175
18.2,-1.9952825,-0.013544022,0.4154768,0.14578259,-0.054698482,0.03426487,1.9405841,1.986456
18.3,-1.9964195,-0.0023930033,0.311733,0.042016983,0.023646984,0.0043156445,2.0200665,1.997607
18.4,-1.9963889,-0.00078990206,0.31916183,0.049442645,-0.0106064305,0.014993047,1.9857825,1.9992101
18.5,-1.996551,0.0055264584,0.2773807,0.007649115,0.03773222,0.012055324,2.0342832,2.0055265
18.6,-1.9988148,0.023303797,0.10944274,-0.16032387,0.027542097,-0.026222449,2.026357,2.0233037
18.7,-1.9969426,0.01403125,0.22049111,-0.049257204,0.0022384443,0.020350521,1.999181,2.0140312
18.8,-1.9954094,0.0069520343,0.29035172,0.020617329,-0.03463498,0.022593426,1.9607743,2.006952
18.9,-1.9954686,0.011795929,0.20933373,-0.06041017,-0.06671421,-0.00033851975,1.9287544,2.011796
19.0,-1.9962467,0.01575187,0.12200953,-0.14774217,-0.012802028,-0.02309274,1.9834446,2.0157518
19.1,-1.9965264,0.012850257,0.08886229,-0.18088369,0.051684838,-0.030788586,2.048211,2.0128503
19.2,-1.994771,-0.007924476,0.2284068,-0.0412984,0.01742986,-0.01433427,2.0122008,1.9920756
19.3,-1.9929377,-0.03073568,0.36293134,0.09327061,-0.0595089,-0.0098742,1.9334288,1.9692643
